date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,8104,Taiwan,253902000,12,2022,
2023-02-01,8104,Taiwan,218812000,1,2023,
2023-03-01,8104,Taiwan,218779000,2,2023,
2023-04-01,8104,Taiwan,213006000,3,2023,
2023-05-01,8104,Taiwan,203307000,4,2023,
2023-06-01,8104,Taiwan,228240000,5,2023,
2023-07-01,8104,Taiwan,221773000,6,2023,
2023-08-01,8104,Taiwan,199067000,7,2023,
2023-09-01,8104,Taiwan,235915000,8,2023,
2023-10-01,8104,Taiwan,234623000,9,2023,
2023-11-01,8104,Taiwan,238316000,10,2023,
2023-12-01,8104,Taiwan,197114000,11,2023,
2024-01-01,8104,Taiwan,272985000,12,2023,
2024-02-01,8104,Taiwan,198901000,1,2024,
2024-03-01,8104,Taiwan,169203000,2,2024,
2024-04-01,8104,Taiwan,186449000,3,2024,
2024-05-01,8104,Taiwan,238238000,4,2024,
2024-06-01,8104,Taiwan,183681000,5,2024,
2024-07-01,8104,Taiwan,177173000,6,2024,
2024-08-01,8104,Taiwan,190817000,7,2024,
2024-09-01,8104,Taiwan,193845000,8,2024,
2024-10-01,8104,Taiwan,211224000,9,2024,
2024-11-01,8104,Taiwan,211269000,10,2024,
2024-12-01,8104,Taiwan,156030000,11,2024,
2025-01-01,8104,Taiwan,196071000,12,2024,
2025-02-01,8104,Taiwan,189333000,1,2025,
2025-03-01,8104,Taiwan,203230000,2,2025,
2025-04-01,8104,Taiwan,385230000,3,2025,
2025-05-01,8104,Taiwan,375172000,4,2025,
2025-06-01,8104,Taiwan,412406000,5,2025,
2025-07-01,8104,Taiwan,498153000,6,2025,
2025-08-01,8104,Taiwan,517956000,7,2025,
2025-09-01,8104,Taiwan,227124000,8,2025,
2025-10-01,8104,Taiwan,226537000,9,2025,
2025-11-01,8104,Taiwan,201218000,10,2025,
2025-12-01,8104,Taiwan,189408000,11,2025,
2026-01-01,8104,Taiwan,162316000,12,2025,
2026-02-01,8104,Taiwan,137352000,1,2026,
2026-03-01,8104,Taiwan,93335000,2,2026,2026-04-21
2026-04-01,8104,Taiwan,243748000,3,2026,2026-04-21
2026-05-01,8104,Taiwan,283433000,4,2026,2026-05-09
2026-06-01,8104,Taiwan,275089000,5,2026,
2026-07-01,8104,Taiwan,232910000,6,2026,
2026-08-01,8104,Taiwan,315340000,7,2026,
