date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,3016,Taiwan,447295000,12,2022,
2023-02-01,3016,Taiwan,380976000,1,2023,
2023-03-01,3016,Taiwan,345066000,2,2023,
2023-04-01,3016,Taiwan,371118000,3,2023,
2023-05-01,3016,Taiwan,351265000,4,2023,
2023-06-01,3016,Taiwan,361244000,5,2023,
2023-07-01,3016,Taiwan,366177000,6,2023,
2023-08-01,3016,Taiwan,362032000,7,2023,
2023-09-01,3016,Taiwan,351798000,8,2023,
2023-10-01,3016,Taiwan,320557000,9,2023,
2023-11-01,3016,Taiwan,346515000,10,2023,
2023-12-01,3016,Taiwan,355925000,11,2023,
2024-01-01,3016,Taiwan,323828000,12,2023,
2024-02-01,3016,Taiwan,352891000,1,2024,
2024-03-01,3016,Taiwan,341680000,2,2024,
2024-04-01,3016,Taiwan,335488000,3,2024,
2024-05-01,3016,Taiwan,340557000,4,2024,
2024-06-01,3016,Taiwan,352320000,5,2024,
2024-07-01,3016,Taiwan,355082000,6,2024,
2024-08-01,3016,Taiwan,351309000,7,2024,
2024-09-01,3016,Taiwan,352334000,8,2024,
2024-10-01,3016,Taiwan,350941000,9,2024,
2024-11-01,3016,Taiwan,342462000,10,2024,
2024-12-01,3016,Taiwan,341312000,11,2024,
2025-01-01,3016,Taiwan,291093000,12,2024,
2025-02-01,3016,Taiwan,291054000,1,2025,
2025-03-01,3016,Taiwan,290779000,2,2025,
2025-04-01,3016,Taiwan,315191000,3,2025,
2025-05-01,3016,Taiwan,321163000,4,2025,
2025-06-01,3016,Taiwan,315964000,5,2025,
2025-07-01,3016,Taiwan,317508000,6,2025,
2025-08-01,3016,Taiwan,318333000,7,2025,
2025-09-01,3016,Taiwan,321129000,8,2025,
2025-10-01,3016,Taiwan,335779000,9,2025,
2025-11-01,3016,Taiwan,346376000,10,2025,
2025-12-01,3016,Taiwan,372639000,11,2025,
2026-01-01,3016,Taiwan,345783000,12,2025,
2026-02-01,3016,Taiwan,345675000,1,2026,
2026-03-01,3016,Taiwan,334022000,2,2026,2026-04-21
2026-04-01,3016,Taiwan,379287000,3,2026,2026-04-21
2026-05-01,3016,Taiwan,426660000,4,2026,2026-05-08
2026-06-01,3016,Taiwan,433764000,5,2026,
2026-07-01,3016,Taiwan,448219000,6,2026,
2026-08-01,3016,Taiwan,482058000,7,2026,
