date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,5291,Taiwan,92698000,12,2022,
2023-02-01,5291,Taiwan,78686000,1,2023,
2023-03-01,5291,Taiwan,87815000,2,2023,
2023-04-01,5291,Taiwan,101489000,3,2023,
2023-05-01,5291,Taiwan,66768000,4,2023,
2023-06-01,5291,Taiwan,82910000,5,2023,
2023-07-01,5291,Taiwan,72803000,6,2023,
2023-08-01,5291,Taiwan,75536000,7,2023,
2023-09-01,5291,Taiwan,86452000,8,2023,
2023-10-01,5291,Taiwan,64983000,9,2023,
2023-11-01,5291,Taiwan,73190000,10,2023,
2023-12-01,5291,Taiwan,87462000,11,2023,
2024-01-01,5291,Taiwan,66941000,12,2023,
2024-02-01,5291,Taiwan,87439000,1,2024,
2024-03-01,5291,Taiwan,59983000,2,2024,
2024-04-01,5291,Taiwan,82392000,3,2024,
2024-05-01,5291,Taiwan,81165000,4,2024,
2024-06-01,5291,Taiwan,81381000,5,2024,
2024-07-01,5291,Taiwan,91339000,6,2024,
2024-08-01,5291,Taiwan,90183000,7,2024,
2024-09-01,5291,Taiwan,93414000,8,2024,
2024-10-01,5291,Taiwan,77779000,9,2024,
2024-11-01,5291,Taiwan,82516000,10,2024,
2024-12-01,5291,Taiwan,76442000,11,2024,
2025-01-01,5291,Taiwan,81777000,12,2024,
2025-02-01,5291,Taiwan,89899000,1,2025,
2025-03-01,5291,Taiwan,84982000,2,2025,
2025-04-01,5291,Taiwan,82263000,3,2025,
2025-05-01,5291,Taiwan,89642000,4,2025,
2025-06-01,5291,Taiwan,102052000,5,2025,
2025-07-01,5291,Taiwan,87290000,6,2025,
2025-08-01,5291,Taiwan,90122000,7,2025,
2025-09-01,5291,Taiwan,89763000,8,2025,
2025-10-01,5291,Taiwan,97803000,9,2025,
2025-11-01,5291,Taiwan,91506000,10,2025,
2025-12-01,5291,Taiwan,90132000,11,2025,
2026-01-01,5291,Taiwan,87024000,12,2025,
2026-02-01,5291,Taiwan,120711000,1,2026,
2026-03-01,5291,Taiwan,84806000,2,2026,2026-04-21
2026-04-01,5291,Taiwan,116514000,3,2026,2026-04-20
2026-05-01,5291,Taiwan,151903000,4,2026,2026-05-07
2026-06-01,5291,Taiwan,117010000,5,2026,
2026-07-01,5291,Taiwan,122639000,6,2026,
2026-08-01,5291,Taiwan,185331000,7,2026,
