date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,3191,Taiwan,22822000,12,2022,
2023-02-01,3191,Taiwan,12706000,1,2023,
2023-03-01,3191,Taiwan,18580000,2,2023,
2023-04-01,3191,Taiwan,20371000,3,2023,
2023-05-01,3191,Taiwan,20687000,4,2023,
2023-06-01,3191,Taiwan,18529000,5,2023,
2023-07-01,3191,Taiwan,18744000,6,2023,
2023-08-01,3191,Taiwan,16159000,7,2023,
2023-09-01,3191,Taiwan,19158000,8,2023,
2023-10-01,3191,Taiwan,14432000,9,2023,
2023-11-01,3191,Taiwan,15863000,10,2023,
2023-12-01,3191,Taiwan,14845000,11,2023,
2024-01-01,3191,Taiwan,19510000,12,2023,
2024-02-01,3191,Taiwan,18739000,1,2024,
2024-03-01,3191,Taiwan,10060000,2,2024,
2024-04-01,3191,Taiwan,10857000,3,2024,
2024-05-01,3191,Taiwan,11789000,4,2024,
2024-06-01,3191,Taiwan,14384000,5,2024,
2024-07-01,3191,Taiwan,14940000,6,2024,
2024-08-01,3191,Taiwan,17432000,7,2024,
2024-09-01,3191,Taiwan,15646000,8,2024,
2024-10-01,3191,Taiwan,17054000,9,2024,
2024-11-01,3191,Taiwan,17239000,10,2024,
2024-12-01,3191,Taiwan,15793000,11,2024,
2025-01-01,3191,Taiwan,16162000,12,2024,
2025-02-01,3191,Taiwan,14983000,1,2025,
2025-03-01,3191,Taiwan,9337000,2,2025,
2025-04-01,3191,Taiwan,16986000,3,2025,
2025-05-01,3191,Taiwan,15888000,4,2025,
2025-06-01,3191,Taiwan,15864000,5,2025,
2025-07-01,3191,Taiwan,12228000,6,2025,
2025-08-01,3191,Taiwan,15377000,7,2025,
2025-09-01,3191,Taiwan,16738000,8,2025,
2025-10-01,3191,Taiwan,16734000,9,2025,
2025-11-01,3191,Taiwan,11845000,10,2025,
2025-12-01,3191,Taiwan,12491000,11,2025,
2026-01-01,3191,Taiwan,12452000,12,2025,
2026-02-01,3191,Taiwan,17782000,1,2026,
2026-03-01,3191,Taiwan,6278000,2,2026,2026-04-21
2026-04-01,3191,Taiwan,17967000,3,2026,2026-04-20
2026-05-01,3191,Taiwan,15587000,4,2026,2026-05-09
2026-06-01,3191,Taiwan,15051000,5,2026,
2026-07-01,3191,Taiwan,16691000,6,2026,
2026-08-01,3191,Taiwan,17086000,7,2026,
