date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,5398,Taiwan,22262000,12,2022,
2023-02-01,5398,Taiwan,14845000,1,2023,
2023-03-01,5398,Taiwan,13696000,2,2023,
2023-04-01,5398,Taiwan,21926000,3,2023,
2023-05-01,5398,Taiwan,21057000,4,2023,
2023-06-01,5398,Taiwan,21887000,5,2023,
2023-07-01,5398,Taiwan,13593000,6,2023,
2023-08-01,5398,Taiwan,20256000,7,2023,
2023-09-01,5398,Taiwan,16695000,8,2023,
2023-10-01,5398,Taiwan,13025000,9,2023,
2023-11-01,5398,Taiwan,13794000,10,2023,
2023-12-01,5398,Taiwan,11982000,11,2023,
2024-01-01,5398,Taiwan,10139000,12,2023,
2024-02-01,5398,Taiwan,12874000,1,2024,
2024-03-01,5398,Taiwan,5090000,2,2024,
2024-04-01,5398,Taiwan,20887000,3,2024,
2024-05-01,5398,Taiwan,17771000,4,2024,
2024-06-01,5398,Taiwan,25543000,5,2024,
2024-07-01,5398,Taiwan,22034000,6,2024,
2024-08-01,5398,Taiwan,22613000,7,2024,
2024-09-01,5398,Taiwan,25509000,8,2024,
2024-10-01,5398,Taiwan,20158000,9,2024,
2024-11-01,5398,Taiwan,25819000,10,2024,
2024-12-01,5398,Taiwan,28578000,11,2024,
2025-01-01,5398,Taiwan,13777000,12,2024,
2025-02-01,5398,Taiwan,9053000,1,2025,
2025-03-01,5398,Taiwan,6488000,2,2025,
2025-04-01,5398,Taiwan,10309000,3,2025,
2025-05-01,5398,Taiwan,21633000,4,2025,
2025-06-01,5398,Taiwan,23291000,5,2025,
2025-07-01,5398,Taiwan,31495000,6,2025,
2025-08-01,5398,Taiwan,21842000,7,2025,
2025-09-01,5398,Taiwan,24923000,8,2025,
2025-10-01,5398,Taiwan,25258000,9,2025,
2025-11-01,5398,Taiwan,27954000,10,2025,
2025-12-01,5398,Taiwan,17833000,11,2025,
2026-01-01,5398,Taiwan,9770000,12,2025,
2026-02-01,5398,Taiwan,11492000,1,2026,
2026-03-01,5398,Taiwan,8357000,2,2026,2026-04-21
2026-04-01,5398,Taiwan,9305000,3,2026,2026-04-20
2026-05-01,5398,Taiwan,11530000,4,2026,2026-05-12
2026-06-01,5398,Taiwan,11660000,5,2026,
2026-07-01,5398,Taiwan,15962000,6,2026,
2026-08-01,5398,Taiwan,12630000,7,2026,
