date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,5880,Taiwan,4993820000,12,2022,
2023-02-01,5880,Taiwan,4896870000,1,2023,
2023-03-01,5880,Taiwan,4263806000,2,2023,
2023-04-01,5880,Taiwan,5622340000,3,2023,
2023-05-01,5880,Taiwan,5010375000,4,2023,
2023-06-01,5880,Taiwan,4635401000,5,2023,
2023-07-01,5880,Taiwan,5975965000,6,2023,
2023-08-01,5880,Taiwan,5961716000,7,2023,
2023-09-01,5880,Taiwan,4994556000,8,2023,
2023-10-01,5880,Taiwan,4738180000,9,2023,
2023-11-01,5880,Taiwan,4670175000,10,2023,
2023-12-01,5880,Taiwan,5779514000,11,2023,
2024-01-01,5880,Taiwan,5089571000,12,2023,
2024-02-01,5880,Taiwan,6022265000,1,2024,
2024-03-01,5880,Taiwan,4574116000,2,2024,
2024-04-01,5880,Taiwan,5203710000,3,2024,
2024-05-01,5880,Taiwan,4665876000,4,2024,
2024-06-01,5880,Taiwan,5523624000,5,2024,
2024-07-01,5880,Taiwan,6062330000,6,2024,
2024-08-01,5880,Taiwan,7245412000,7,2024,
2024-09-01,5880,Taiwan,6075946000,8,2024,
2024-10-01,5880,Taiwan,5456841000,9,2024,
2024-11-01,5880,Taiwan,4842890000,10,2024,
2024-12-01,5880,Taiwan,4954033000,11,2024,
2025-01-01,5880,Taiwan,5145338000,12,2024,
2025-02-01,5880,Taiwan,5665510000,1,2025,
2025-03-01,5880,Taiwan,5315278000,2,2025,
2025-04-01,5880,Taiwan,6319737000,3,2025,
2025-05-01,5880,Taiwan,5337022000,4,2025,
2025-06-01,5880,Taiwan,5366677000,5,2025,
2025-07-01,5880,Taiwan,7497013000,6,2025,
2025-08-01,5880,Taiwan,6594738000,7,2025,
2025-09-01,5880,Taiwan,6320855000,8,2025,
2025-10-01,5880,Taiwan,6446501000,9,2025,
2025-11-01,5880,Taiwan,5950187000,10,2025,
2025-12-01,5880,Taiwan,6217725000,11,2025,
2026-01-01,5880,Taiwan,6789683000,12,2025,
2026-02-01,5880,Taiwan,5365877000,1,2026,
2026-03-01,5880,Taiwan,5202882000,2,2026,2026-04-21
2026-04-01,5880,Taiwan,5345553000,3,2026,2026-04-21
2026-05-01,5880,Taiwan,6093827000,4,2026,2026-05-15
2026-06-01,5880,Taiwan,6305060000,5,2026,
2026-07-01,5880,Taiwan,6519116000,6,2026,
2026-08-01,5880,Taiwan,7009749000,7,2026,
