date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,8081,Taiwan,554644000,12,2022,
2023-02-01,8081,Taiwan,559902000,1,2023,
2023-03-01,8081,Taiwan,530884000,2,2023,
2023-04-01,8081,Taiwan,686884000,3,2023,
2023-05-01,8081,Taiwan,673504000,4,2023,
2023-06-01,8081,Taiwan,706889000,5,2023,
2023-07-01,8081,Taiwan,702430000,6,2023,
2023-08-01,8081,Taiwan,712720000,7,2023,
2023-09-01,8081,Taiwan,814304000,8,2023,
2023-10-01,8081,Taiwan,715275000,9,2023,
2023-11-01,8081,Taiwan,671817000,10,2023,
2023-12-01,8081,Taiwan,597438000,11,2023,
2024-01-01,8081,Taiwan,538823000,12,2023,
2024-02-01,8081,Taiwan,665433000,1,2024,
2024-03-01,8081,Taiwan,562752000,2,2024,
2024-04-01,8081,Taiwan,710732000,3,2024,
2024-05-01,8081,Taiwan,700418000,4,2024,
2024-06-01,8081,Taiwan,699975000,5,2024,
2024-07-01,8081,Taiwan,658661000,6,2024,
2024-08-01,8081,Taiwan,746288000,7,2024,
2024-09-01,8081,Taiwan,805873000,8,2024,
2024-10-01,8081,Taiwan,725827000,9,2024,
2024-11-01,8081,Taiwan,682469000,10,2024,
2024-12-01,8081,Taiwan,670651000,11,2024,
2025-01-01,8081,Taiwan,623586000,12,2024,
2025-02-01,8081,Taiwan,729287000,1,2025,
2025-03-01,8081,Taiwan,696113000,2,2025,
2025-04-01,8081,Taiwan,732491000,3,2025,
2025-05-01,8081,Taiwan,780443000,4,2025,
2025-06-01,8081,Taiwan,774130000,5,2025,
2025-07-01,8081,Taiwan,693561000,6,2025,
2025-08-01,8081,Taiwan,762218000,7,2025,
2025-09-01,8081,Taiwan,727643000,8,2025,
2025-10-01,8081,Taiwan,725549000,9,2025,
2025-11-01,8081,Taiwan,693458000,10,2025,
2025-12-01,8081,Taiwan,679502000,11,2025,
2026-01-01,8081,Taiwan,671280000,12,2025,
2026-02-01,8081,Taiwan,787471000,1,2026,
2026-03-01,8081,Taiwan,598138000,2,2026,2026-04-21
2026-04-01,8081,Taiwan,725648000,3,2026,2026-04-21
2026-05-01,8081,Taiwan,745575000,4,2026,2026-05-08
2026-06-01,8081,Taiwan,748704000,5,2026,
2026-07-01,8081,Taiwan,743410000,6,2026,
2026-08-01,8081,Taiwan,838544000,7,2026,
