date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6180,Taiwan,726420000,12,2022,
2023-02-01,6180,Taiwan,1192472000,1,2023,
2023-03-01,6180,Taiwan,855147000,2,2023,
2023-04-01,6180,Taiwan,987052000,3,2023,
2023-05-01,6180,Taiwan,767543000,4,2023,
2023-06-01,6180,Taiwan,648059000,5,2023,
2023-07-01,6180,Taiwan,669118000,6,2023,
2023-08-01,6180,Taiwan,1172291000,7,2023,
2023-09-01,6180,Taiwan,797452000,8,2023,
2023-10-01,6180,Taiwan,705459000,9,2023,
2023-11-01,6180,Taiwan,723794000,10,2023,
2023-12-01,6180,Taiwan,600047000,11,2023,
2024-01-01,6180,Taiwan,667990000,12,2023,
2024-02-01,6180,Taiwan,857094000,1,2024,
2024-03-01,6180,Taiwan,1470690000,2,2024,
2024-04-01,6180,Taiwan,1001549000,3,2024,
2024-05-01,6180,Taiwan,894992000,4,2024,
2024-06-01,6180,Taiwan,739926000,5,2024,
2024-07-01,6180,Taiwan,792945000,6,2024,
2024-08-01,6180,Taiwan,1411885000,7,2024,
2024-09-01,6180,Taiwan,1091467000,8,2024,
2024-10-01,6180,Taiwan,740204000,9,2024,
2024-11-01,6180,Taiwan,835987000,10,2024,
2024-12-01,6180,Taiwan,630879000,11,2024,
2025-01-01,6180,Taiwan,608873000,12,2024,
2025-02-01,6180,Taiwan,907750000,1,2025,
2025-03-01,6180,Taiwan,1063137000,2,2025,
2025-04-01,6180,Taiwan,912156000,3,2025,
2025-05-01,6180,Taiwan,781922000,4,2025,
2025-06-01,6180,Taiwan,551736000,5,2025,
2025-07-01,6180,Taiwan,549214000,6,2025,
2025-08-01,6180,Taiwan,949529000,7,2025,
2025-09-01,6180,Taiwan,707734000,8,2025,
2025-10-01,6180,Taiwan,648788000,9,2025,
2025-11-01,6180,Taiwan,599270000,10,2025,
2025-12-01,6180,Taiwan,537756000,11,2025,
2026-01-01,6180,Taiwan,689707000,12,2025,
2026-02-01,6180,Taiwan,1095678000,1,2026,
2026-03-01,6180,Taiwan,849959000,2,2026,2026-04-21
2026-04-01,6180,Taiwan,645349000,3,2026,2026-04-20
2026-05-01,6180,Taiwan,658997000,4,2026,2026-05-09
2026-06-01,6180,Taiwan,577282000,5,2026,
2026-07-01,6180,Taiwan,590740000,6,2026,
2026-08-01,6180,Taiwan,852478000,7,2026,
