date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,8942,Taiwan,397865000,12,2022,
2023-02-01,8942,Taiwan,350042000,1,2023,
2023-03-01,8942,Taiwan,508653000,2,2023,
2023-04-01,8942,Taiwan,620350000,3,2023,
2023-05-01,8942,Taiwan,587010000,4,2023,
2023-06-01,8942,Taiwan,593703000,5,2023,
2023-07-01,8942,Taiwan,566706000,6,2023,
2023-08-01,8942,Taiwan,600585000,7,2023,
2023-09-01,8942,Taiwan,534707000,8,2023,
2023-10-01,8942,Taiwan,430224000,9,2023,
2023-11-01,8942,Taiwan,378884000,10,2023,
2023-12-01,8942,Taiwan,280415000,11,2023,
2024-01-01,8942,Taiwan,358317000,12,2023,
2024-02-01,8942,Taiwan,366804000,1,2024,
2024-03-01,8942,Taiwan,300987000,2,2024,
2024-04-01,8942,Taiwan,417784000,3,2024,
2024-05-01,8942,Taiwan,368192000,4,2024,
2024-06-01,8942,Taiwan,360100000,5,2024,
2024-07-01,8942,Taiwan,344480000,6,2024,
2024-08-01,8942,Taiwan,300613000,7,2024,
2024-09-01,8942,Taiwan,301225000,8,2024,
2024-10-01,8942,Taiwan,320349000,9,2024,
2024-11-01,8942,Taiwan,321153000,10,2024,
2024-12-01,8942,Taiwan,400616000,11,2024,
2025-01-01,8942,Taiwan,480601000,12,2024,
2025-02-01,8942,Taiwan,420111000,1,2025,
2025-03-01,8942,Taiwan,425233000,2,2025,
2025-04-01,8942,Taiwan,450151000,3,2025,
2025-05-01,8942,Taiwan,460370000,4,2025,
2025-06-01,8942,Taiwan,360293000,5,2025,
2025-07-01,8942,Taiwan,320780000,6,2025,
2025-08-01,8942,Taiwan,300185000,7,2025,
2025-09-01,8942,Taiwan,201004000,8,2025,
2025-10-01,8942,Taiwan,128597000,9,2025,
2025-11-01,8942,Taiwan,130151000,10,2025,
2025-12-01,8942,Taiwan,131897000,11,2025,
2026-01-01,8942,Taiwan,115861000,12,2025,
2026-02-01,8942,Taiwan,135196000,1,2026,
2026-03-01,8942,Taiwan,135464000,2,2026,2026-04-21
2026-04-01,8942,Taiwan,300091000,3,2026,2026-04-20
2026-05-01,8942,Taiwan,213316000,4,2026,2026-06-18
2026-06-01,8942,Taiwan,289416000,5,2026,
2026-07-01,8942,Taiwan,233210000,6,2026,
2026-08-01,8942,Taiwan,290660000,7,2026,
