date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,2393,Taiwan,1411433000,12,2022,
2023-02-01,2393,Taiwan,1409739000,1,2023,
2023-03-01,2393,Taiwan,1403776000,2,2023,
2023-04-01,2393,Taiwan,1638865000,3,2023,
2023-05-01,2393,Taiwan,1376721000,4,2023,
2023-06-01,2393,Taiwan,1579027000,5,2023,
2023-07-01,2393,Taiwan,1454284000,6,2023,
2023-08-01,2393,Taiwan,1414247000,7,2023,
2023-09-01,2393,Taiwan,1598014000,8,2023,
2023-10-01,2393,Taiwan,1512452000,9,2023,
2023-11-01,2393,Taiwan,1477948000,10,2023,
2023-12-01,2393,Taiwan,1498582000,11,2023,
2024-01-01,2393,Taiwan,1449860000,12,2023,
2024-02-01,2393,Taiwan,1636192000,1,2024,
2024-03-01,2393,Taiwan,1509570000,2,2024,
2024-04-01,2393,Taiwan,1780980000,3,2024,
2024-05-01,2393,Taiwan,1950423000,4,2024,
2024-06-01,2393,Taiwan,1874214000,5,2024,
2024-07-01,2393,Taiwan,1754479000,6,2024,
2024-08-01,2393,Taiwan,1835008000,7,2024,
2024-09-01,2393,Taiwan,1924804000,8,2024,
2024-10-01,2393,Taiwan,1753651000,9,2024,
2024-11-01,2393,Taiwan,1725944000,10,2024,
2024-12-01,2393,Taiwan,1627465000,11,2024,
2025-01-01,2393,Taiwan,1595748000,12,2024,
2025-02-01,2393,Taiwan,1613087000,1,2025,
2025-03-01,2393,Taiwan,1599809000,2,2025,
2025-04-01,2393,Taiwan,1794834000,3,2025,
2025-05-01,2393,Taiwan,1806837000,4,2025,
2025-06-01,2393,Taiwan,1608070000,5,2025,
2025-07-01,2393,Taiwan,1655534000,6,2025,
2025-08-01,2393,Taiwan,1681086000,7,2025,
2025-09-01,2393,Taiwan,1632439000,8,2025,
2025-10-01,2393,Taiwan,1622477000,9,2025,
2025-11-01,2393,Taiwan,1457663000,10,2025,
2025-12-01,2393,Taiwan,1563296000,11,2025,
2026-01-01,2393,Taiwan,1602240000,12,2025,
2026-02-01,2393,Taiwan,1804437000,1,2026,
2026-03-01,2393,Taiwan,1518082000,2,2026,2026-04-21
2026-04-01,2393,Taiwan,1716830000,3,2026,2026-04-21
2026-05-01,2393,Taiwan,1754053000,4,2026,2026-05-08
2026-06-01,2393,Taiwan,1772220000,5,2026,
2026-07-01,2393,Taiwan,1830701000,6,2026,
2026-08-01,2393,Taiwan,1974254000,7,2026,
