date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2025-11-01,6725,Taiwan,386750000,10,2025,
2025-12-01,6725,Taiwan,280444000,11,2025,
2026-01-01,6725,Taiwan,359966000,12,2025,
2026-02-01,6725,Taiwan,363198000,1,2026,
2026-03-01,6725,Taiwan,241398000,2,2026,2026-04-21
2026-04-01,6725,Taiwan,333801000,3,2026,2026-04-20
2026-05-01,6725,Taiwan,310193000,4,2026,2026-05-12
2026-06-01,6725,Taiwan,275735000,5,2026,
2026-07-01,6725,Taiwan,359654000,6,2026,
2026-08-01,6725,Taiwan,355094000,7,2026,
