date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6625,Taiwan,324650000,12,2022,
2023-02-01,6625,Taiwan,66789000,1,2023,
2023-03-01,6625,Taiwan,64315000,2,2023,
2023-04-01,6625,Taiwan,142690000,3,2023,
2023-05-01,6625,Taiwan,190255000,4,2023,
2023-06-01,6625,Taiwan,178036000,5,2023,
2023-07-01,6625,Taiwan,192449000,6,2023,
2023-08-01,6625,Taiwan,296719000,7,2023,
2023-09-01,6625,Taiwan,339341000,8,2023,
2023-10-01,6625,Taiwan,319083000,9,2023,
2023-11-01,6625,Taiwan,295851000,10,2023,
2023-12-01,6625,Taiwan,286605000,11,2023,
2024-01-01,6625,Taiwan,186306000,12,2023,
2024-02-01,6625,Taiwan,175390000,1,2024,
2024-03-01,6625,Taiwan,36387000,2,2024,
2024-04-01,6625,Taiwan,253290000,3,2024,
2024-05-01,6625,Taiwan,156732000,4,2024,
2024-06-01,6625,Taiwan,419777000,5,2024,
2024-07-01,6625,Taiwan,131888000,6,2024,
2024-08-01,6625,Taiwan,277220000,7,2024,
2024-09-01,6625,Taiwan,269025000,8,2024,
2024-10-01,6625,Taiwan,514199000,9,2024,
2024-11-01,6625,Taiwan,184545000,10,2024,
2024-12-01,6625,Taiwan,517316000,11,2024,
2025-01-01,6625,Taiwan,208456000,12,2024,
2025-02-01,6625,Taiwan,173916000,1,2025,
2025-03-01,6625,Taiwan,129774000,2,2025,
2025-04-01,6625,Taiwan,177046000,3,2025,
2025-05-01,6625,Taiwan,303644000,4,2025,
2025-06-01,6625,Taiwan,592047000,5,2025,
2025-07-01,6625,Taiwan,414835000,6,2025,
2025-08-01,6625,Taiwan,297121000,7,2025,
2025-09-01,6625,Taiwan,430669000,8,2025,
2025-10-01,6625,Taiwan,447817000,9,2025,
2025-11-01,6625,Taiwan,449428000,10,2025,
2025-12-01,6625,Taiwan,417042000,11,2025,
2026-01-01,6625,Taiwan,537414000,12,2025,
2026-02-01,6625,Taiwan,253982000,1,2026,
2026-03-01,6625,Taiwan,102261000,2,2026,2026-04-21
2026-04-01,6625,Taiwan,413574000,3,2026,2026-04-21
2026-05-01,6625,Taiwan,351163000,4,2026,2026-05-09
2026-06-01,6625,Taiwan,767157000,5,2026,
2026-07-01,6625,Taiwan,260597000,6,2026,
2026-08-01,6625,Taiwan,375941000,7,2026,
