date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6431,Taiwan,13675000,12,2022,
2023-02-01,6431,Taiwan,14467000,1,2023,
2023-03-01,6431,Taiwan,20687000,2,2023,
2023-04-01,6431,Taiwan,20053000,3,2023,
2023-05-01,6431,Taiwan,27323000,4,2023,
2023-06-01,6431,Taiwan,46544000,5,2023,
2023-07-01,6431,Taiwan,29709000,6,2023,
2023-08-01,6431,Taiwan,13501000,7,2023,
2023-09-01,6431,Taiwan,10517000,8,2023,
2023-10-01,6431,Taiwan,33492000,9,2023,
2023-11-01,6431,Taiwan,33426000,10,2023,
2023-12-01,6431,Taiwan,26640000,11,2023,
2024-01-01,6431,Taiwan,16323000,12,2023,
2024-02-01,6431,Taiwan,23234000,1,2024,
2024-03-01,6431,Taiwan,9733000,2,2024,
2024-04-01,6431,Taiwan,29315000,3,2024,
2024-05-01,6431,Taiwan,39943000,4,2024,
2024-06-01,6431,Taiwan,25475000,5,2024,
2024-07-01,6431,Taiwan,24307000,6,2024,
2024-08-01,6431,Taiwan,23122000,7,2024,
2024-09-01,6431,Taiwan,46057000,8,2024,
2024-10-01,6431,Taiwan,34806000,9,2024,
2024-11-01,6431,Taiwan,52920000,10,2024,
2024-12-01,6431,Taiwan,29010000,11,2024,
2025-01-01,6431,Taiwan,40984000,12,2024,
2025-02-01,6431,Taiwan,45064000,1,2025,
2025-03-01,6431,Taiwan,25991000,2,2025,
2025-04-01,6431,Taiwan,38299000,3,2025,
2025-05-01,6431,Taiwan,31777000,4,2025,
2025-06-01,6431,Taiwan,36195000,5,2025,
2025-07-01,6431,Taiwan,21820000,6,2025,
2025-08-01,6431,Taiwan,17724000,7,2025,
2025-09-01,6431,Taiwan,14652000,8,2025,
2025-10-01,6431,Taiwan,37822000,9,2025,
2025-11-01,6431,Taiwan,27058000,10,2025,
2025-12-01,6431,Taiwan,44776000,11,2025,
2026-01-01,6431,Taiwan,40991000,12,2025,
2026-02-01,6431,Taiwan,37512000,1,2026,
2026-03-01,6431,Taiwan,21945000,2,2026,2026-04-21
2026-04-01,6431,Taiwan,25988000,3,2026,2026-04-20
2026-05-01,6431,Taiwan,41697000,4,2026,2026-05-09
2026-06-01,6431,Taiwan,27782000,5,2026,2026-06-11
2026-07-01,6431,Taiwan,29914000,6,2026,2026-07-14
