date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,4561,Taiwan,102814000,12,2022,
2023-02-01,4561,Taiwan,47609000,1,2023,
2023-03-01,4561,Taiwan,96389000,2,2023,
2023-04-01,4561,Taiwan,90470000,3,2023,
2023-05-01,4561,Taiwan,91464000,4,2023,
2023-06-01,4561,Taiwan,109075000,5,2023,
2023-07-01,4561,Taiwan,102157000,6,2023,
2023-08-01,4561,Taiwan,107361000,7,2023,
2023-09-01,4561,Taiwan,128014000,8,2023,
2023-10-01,4561,Taiwan,124749000,9,2023,
2023-11-01,4561,Taiwan,87336000,10,2023,
2023-12-01,4561,Taiwan,112941000,11,2023,
2024-01-01,4561,Taiwan,101434000,12,2023,
2024-02-01,4561,Taiwan,89287000,1,2024,
2024-03-01,4561,Taiwan,96095000,2,2024,
2024-04-01,4561,Taiwan,91218000,3,2024,
2024-05-01,4561,Taiwan,141014000,4,2024,
2024-06-01,4561,Taiwan,144375000,5,2024,
2024-07-01,4561,Taiwan,107286000,6,2024,
2024-08-01,4561,Taiwan,92789000,7,2024,
2024-09-01,4561,Taiwan,104788000,8,2024,
2024-10-01,4561,Taiwan,80961000,9,2024,
2024-11-01,4561,Taiwan,73290000,10,2024,
2024-12-01,4561,Taiwan,98310000,11,2024,
2025-01-01,4561,Taiwan,76824000,12,2024,
2025-02-01,4561,Taiwan,49762000,1,2025,
2025-03-01,4561,Taiwan,77574000,2,2025,
2025-04-01,4561,Taiwan,87456000,3,2025,
2025-05-01,4561,Taiwan,105209000,4,2025,
2025-06-01,4561,Taiwan,81572000,5,2025,
2025-07-01,4561,Taiwan,76062000,6,2025,
2025-08-01,4561,Taiwan,99571000,7,2025,
2025-09-01,4561,Taiwan,70784000,8,2025,
2025-10-01,4561,Taiwan,62225000,9,2025,
2025-11-01,4561,Taiwan,80230000,10,2025,
2025-12-01,4561,Taiwan,78310000,11,2025,
2026-01-01,4561,Taiwan,58193000,12,2025,
2026-02-01,4561,Taiwan,87281000,1,2026,
2026-03-01,4561,Taiwan,49305000,2,2026,2026-04-21
2026-04-01,4561,Taiwan,94359000,3,2026,2026-04-20
2026-05-01,4561,Taiwan,129672000,4,2026,2026-05-07
2026-06-01,4561,Taiwan,93818000,5,2026,
2026-07-01,4561,Taiwan,109091000,6,2026,
2026-08-01,4561,Taiwan,125967000,7,2026,
2026-09-01,4561,Taiwan,107857000,8,2026,
