date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,8936,Taiwan,332185000,12,2022,
2023-02-01,8936,Taiwan,251500000,1,2023,
2023-03-01,8936,Taiwan,162123000,2,2023,
2023-04-01,8936,Taiwan,347945000,3,2023,
2023-05-01,8936,Taiwan,316520000,4,2023,
2023-06-01,8936,Taiwan,335967000,5,2023,
2023-07-01,8936,Taiwan,277474000,6,2023,
2023-08-01,8936,Taiwan,423755000,7,2023,
2023-09-01,8936,Taiwan,325013000,8,2023,
2023-10-01,8936,Taiwan,354893000,9,2023,
2023-11-01,8936,Taiwan,401982000,10,2023,
2023-12-01,8936,Taiwan,418080000,11,2023,
2024-01-01,8936,Taiwan,517011000,12,2023,
2024-02-01,8936,Taiwan,449755000,1,2024,
2024-03-01,8936,Taiwan,261469000,2,2024,
2024-04-01,8936,Taiwan,434855000,3,2024,
2024-05-01,8936,Taiwan,365989000,4,2024,
2024-06-01,8936,Taiwan,485013000,5,2024,
2024-07-01,8936,Taiwan,620483000,6,2024,
2024-08-01,8936,Taiwan,408872000,7,2024,
2024-09-01,8936,Taiwan,319398000,8,2024,
2024-10-01,8936,Taiwan,465992000,9,2024,
2024-11-01,8936,Taiwan,355668000,10,2024,
2024-12-01,8936,Taiwan,438547000,11,2024,
2025-01-01,8936,Taiwan,639485000,12,2024,
2025-02-01,8936,Taiwan,506177000,1,2025,
2025-03-01,8936,Taiwan,317344000,2,2025,
2025-04-01,8936,Taiwan,530343000,3,2025,
2025-05-01,8936,Taiwan,509014000,4,2025,
2025-06-01,8936,Taiwan,455899000,5,2025,
2025-07-01,8936,Taiwan,444799000,6,2025,
2025-08-01,8936,Taiwan,505555000,7,2025,
2025-09-01,8936,Taiwan,495270000,8,2025,
2025-10-01,8936,Taiwan,732677000,9,2025,
2025-11-01,8936,Taiwan,550173000,10,2025,
2025-12-01,8936,Taiwan,607157000,11,2025,
2026-01-01,8936,Taiwan,655383000,12,2025,
2026-02-01,8936,Taiwan,657031000,1,2026,
2026-03-01,8936,Taiwan,398074000,2,2026,2026-04-21
2026-04-01,8936,Taiwan,660390000,3,2026,2026-04-20
2026-05-01,8936,Taiwan,556462000,4,2026,2026-05-09
2026-06-01,8936,Taiwan,506789000,5,2026,
2026-07-01,8936,Taiwan,539254000,6,2026,
2026-08-01,8936,Taiwan,534947000,7,2026,
