date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,2906,Taiwan,689662000,12,2022,
2023-02-01,2906,Taiwan,660378000,1,2023,
2023-03-01,2906,Taiwan,572006000,2,2023,
2023-04-01,2906,Taiwan,612148000,3,2023,
2023-05-01,2906,Taiwan,568481000,4,2023,
2023-06-01,2906,Taiwan,635371000,5,2023,
2023-07-01,2906,Taiwan,740995000,6,2023,
2023-08-01,2906,Taiwan,661932000,7,2023,
2023-09-01,2906,Taiwan,682271000,8,2023,
2023-10-01,2906,Taiwan,658202000,9,2023,
2023-11-01,2906,Taiwan,703185000,10,2023,
2023-12-01,2906,Taiwan,655424000,11,2023,
2024-01-01,2906,Taiwan,839017000,12,2023,
2024-02-01,2906,Taiwan,750638000,1,2024,
2024-03-01,2906,Taiwan,632582000,2,2024,
2024-04-01,2906,Taiwan,657173000,3,2024,
2024-05-01,2906,Taiwan,757849000,4,2024,
2024-06-01,2906,Taiwan,711354000,5,2024,
2024-07-01,2906,Taiwan,846299000,6,2024,
2024-08-01,2906,Taiwan,812073000,7,2024,
2024-09-01,2906,Taiwan,860048000,8,2024,
2024-10-01,2906,Taiwan,549761000,9,2024,
2024-11-01,2906,Taiwan,739700000,10,2024,
2024-12-01,2906,Taiwan,687087000,11,2024,
2025-01-01,2906,Taiwan,853514000,12,2024,
2025-02-01,2906,Taiwan,884719000,1,2025,
2025-03-01,2906,Taiwan,664867000,2,2025,
2025-04-01,2906,Taiwan,753464000,3,2025,
2025-05-01,2906,Taiwan,623768000,4,2025,
2025-06-01,2906,Taiwan,654606000,5,2025,
2025-07-01,2906,Taiwan,697920000,6,2025,
2025-08-01,2906,Taiwan,725683000,7,2025,
2025-09-01,2906,Taiwan,697337000,8,2025,
2025-10-01,2906,Taiwan,723686000,9,2025,
2025-11-01,2906,Taiwan,740462000,10,2025,
2025-12-01,2906,Taiwan,768338000,11,2025,
2026-01-01,2906,Taiwan,929323000,12,2025,
2026-02-01,2906,Taiwan,896494000,1,2026,
2026-03-01,2906,Taiwan,667312000,2,2026,2026-04-21
2026-04-01,2906,Taiwan,716270000,3,2026,2026-04-21
2026-05-01,2906,Taiwan,654567000,4,2026,2026-05-11
2026-06-01,2906,Taiwan,635846000,5,2026,
2026-07-01,2906,Taiwan,734448000,6,2026,
2026-08-01,2906,Taiwan,786740000,7,2026,
