date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,5227,Taiwan,153025000,12,2022,
2023-02-01,5227,Taiwan,38035000,1,2023,
2023-03-01,5227,Taiwan,45965000,2,2023,
2023-04-01,5227,Taiwan,187366000,3,2023,
2023-05-01,5227,Taiwan,93077000,4,2023,
2023-06-01,5227,Taiwan,83202000,5,2023,
2023-07-01,5227,Taiwan,95952000,6,2023,
2023-08-01,5227,Taiwan,61158000,7,2023,
2023-09-01,5227,Taiwan,44018000,8,2023,
2023-10-01,5227,Taiwan,42969000,9,2023,
2023-11-01,5227,Taiwan,45754000,10,2023,
2023-12-01,5227,Taiwan,40852000,11,2023,
2024-01-01,5227,Taiwan,31946000,12,2023,
2024-02-01,5227,Taiwan,57419000,1,2024,
2024-03-01,5227,Taiwan,30980000,2,2024,
2024-04-01,5227,Taiwan,25610000,3,2024,
2024-05-01,5227,Taiwan,64446000,4,2024,
2024-06-01,5227,Taiwan,52861000,5,2024,
2024-07-01,5227,Taiwan,51221000,6,2024,
2024-08-01,5227,Taiwan,51313000,7,2024,
2024-09-01,5227,Taiwan,47564000,8,2024,
2024-10-01,5227,Taiwan,34328000,9,2024,
2024-11-01,5227,Taiwan,87240000,10,2024,
2024-12-01,5227,Taiwan,58863000,11,2024,
2025-01-01,5227,Taiwan,29411000,12,2024,
2025-02-01,5227,Taiwan,67648000,1,2025,
2025-03-01,5227,Taiwan,75057000,2,2025,
2025-04-01,5227,Taiwan,51506000,3,2025,
2025-05-01,5227,Taiwan,37831000,4,2025,
2025-06-01,5227,Taiwan,38848000,5,2025,
2025-07-01,5227,Taiwan,16058000,6,2025,
2025-08-01,5227,Taiwan,22336000,7,2025,
2025-09-01,5227,Taiwan,11544000,8,2025,
2025-10-01,5227,Taiwan,15681000,9,2025,
2025-11-01,5227,Taiwan,25803000,10,2025,
2025-12-01,5227,Taiwan,10590000,11,2025,
2026-01-01,5227,Taiwan,27748000,12,2025,
2026-02-01,5227,Taiwan,9911000,1,2026,
2026-03-01,5227,Taiwan,29155000,2,2026,2026-04-21
2026-04-01,5227,Taiwan,11120000,3,2026,2026-04-21
2026-05-01,5227,Taiwan,5134000,4,2026,2026-05-09
2026-06-01,5227,Taiwan,1135000,5,2026,2026-06-10
2026-07-01,5227,Taiwan,2091000,6,2026,2026-07-10
