date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,4950,Taiwan,2845000,12,2022,
2023-02-01,4950,Taiwan,7939000,1,2023,
2023-03-01,4950,Taiwan,1526000,2,2023,
2023-04-01,4950,Taiwan,4779000,3,2023,
2023-05-01,4950,Taiwan,4015000,4,2023,
2023-06-01,4950,Taiwan,10975000,5,2023,
2023-07-01,4950,Taiwan,5445000,6,2023,
2023-08-01,4950,Taiwan,6546000,7,2023,
2023-09-01,4950,Taiwan,12390000,8,2023,
2023-10-01,4950,Taiwan,7743000,9,2023,
2023-11-01,4950,Taiwan,5091000,10,2023,
2023-12-01,4950,Taiwan,606000,11,2023,
2024-01-01,4950,Taiwan,3149000,12,2023,
2024-02-01,4950,Taiwan,97000,1,2024,
2024-03-01,4950,Taiwan,14000,2,2024,
2024-04-01,4950,Taiwan,7000,3,2024,
2024-05-01,4950,Taiwan,5686000,4,2024,
2024-06-01,4950,Taiwan,347000,5,2024,
2024-07-01,4950,Taiwan,2051000,6,2024,
2024-08-01,4950,Taiwan,911000,7,2024,
2024-09-01,4950,Taiwan,90000,8,2024,
2024-10-01,4950,Taiwan,1105000,9,2024,
2024-11-01,4950,Taiwan,1860000,10,2024,
2024-12-01,4950,Taiwan,702000,11,2024,
2025-01-01,4950,Taiwan,737000,12,2024,
2025-02-01,4950,Taiwan,79835000,1,2025,
2025-03-01,4950,Taiwan,78857000,2,2025,
2025-04-01,4950,Taiwan,85343000,3,2025,
2025-05-01,4950,Taiwan,101704000,4,2025,
2025-06-01,4950,Taiwan,97735000,5,2025,
2025-07-01,4950,Taiwan,85493000,6,2025,
2025-08-01,4950,Taiwan,83602000,7,2025,
2025-09-01,4950,Taiwan,77553000,8,2025,
2025-10-01,4950,Taiwan,78513000,9,2025,
2025-11-01,4950,Taiwan,81900000,10,2025,
2025-12-01,4950,Taiwan,85036000,11,2025,
2026-01-01,4950,Taiwan,81033000,12,2025,
2026-02-01,4950,Taiwan,90061000,1,2026,
2026-03-01,4950,Taiwan,79148000,2,2026,2026-04-21
2026-04-01,4950,Taiwan,99962000,3,2026,2026-04-20
2026-05-01,4950,Taiwan,111168000,4,2026,2026-05-11
2026-06-01,4950,Taiwan,130300000,5,2026,
2026-07-01,4950,Taiwan,129400000,6,2026,
2026-08-01,4950,Taiwan,124411000,7,2026,
