date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2025-06-01,3135,Taiwan,550652000,5,2025,
2025-07-01,3135,Taiwan,643976000,6,2025,
2025-08-01,3135,Taiwan,646389000,7,2025,
2025-09-01,3135,Taiwan,540959000,8,2025,
2025-10-01,3135,Taiwan,792873000,9,2025,
2025-11-01,3135,Taiwan,633219000,10,2025,
2025-12-01,3135,Taiwan,751849000,11,2025,
2026-01-01,3135,Taiwan,1176074000,12,2025,
2026-02-01,3135,Taiwan,1545976000,1,2026,
2026-03-01,3135,Taiwan,981428000,2,2026,2026-04-21
2026-04-01,3135,Taiwan,1430288000,3,2026,2026-04-21
2026-05-01,3135,Taiwan,3852946000,4,2026,2026-05-09
2026-06-01,3135,Taiwan,1841758000,5,2026,
2026-07-01,3135,Taiwan,1610089000,6,2026,
2026-08-01,3135,Taiwan,1967120000,7,2026,
