date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6416,Taiwan,495988000,12,2022,
2023-02-01,6416,Taiwan,300265000,1,2023,
2023-03-01,6416,Taiwan,352269000,2,2023,
2023-04-01,6416,Taiwan,424016000,3,2023,
2023-05-01,6416,Taiwan,311614000,4,2023,
2023-06-01,6416,Taiwan,330581000,5,2023,
2023-07-01,6416,Taiwan,370754000,6,2023,
2023-08-01,6416,Taiwan,270204000,7,2023,
2023-09-01,6416,Taiwan,280452000,8,2023,
2023-10-01,6416,Taiwan,368381000,9,2023,
2023-11-01,6416,Taiwan,321757000,10,2023,
2023-12-01,6416,Taiwan,350658000,11,2023,
2024-01-01,6416,Taiwan,401487000,12,2023,
2024-02-01,6416,Taiwan,242779000,1,2024,
2024-03-01,6416,Taiwan,215580000,2,2024,
2024-04-01,6416,Taiwan,380999000,3,2024,
2024-05-01,6416,Taiwan,301756000,4,2024,
2024-06-01,6416,Taiwan,331508000,5,2024,
2024-07-01,6416,Taiwan,491254000,6,2024,
2024-08-01,6416,Taiwan,332154000,7,2024,
2024-09-01,6416,Taiwan,355111000,8,2024,
2024-10-01,6416,Taiwan,432664000,9,2024,
2024-11-01,6416,Taiwan,311004000,10,2024,
2024-12-01,6416,Taiwan,317589000,11,2024,
2025-01-01,6416,Taiwan,541271000,12,2024,
2025-02-01,6416,Taiwan,342349000,1,2025,
2025-03-01,6416,Taiwan,339353000,2,2025,
2025-04-01,6416,Taiwan,427195000,3,2025,
2025-05-01,6416,Taiwan,340072000,4,2025,
2025-06-01,6416,Taiwan,300423000,5,2025,
2025-07-01,6416,Taiwan,421055000,6,2025,
2025-08-01,6416,Taiwan,260118000,7,2025,
2025-09-01,6416,Taiwan,261836000,8,2025,
2025-10-01,6416,Taiwan,444315000,9,2025,
2025-11-01,6416,Taiwan,250057000,10,2025,
2025-12-01,6416,Taiwan,310452000,11,2025,
2026-01-01,6416,Taiwan,612047000,12,2025,
2026-02-01,6416,Taiwan,318584000,1,2026,
2026-03-01,6416,Taiwan,278338000,2,2026,2026-04-21
2026-04-01,6416,Taiwan,460810000,3,2026,2026-04-21
2026-05-01,6416,Taiwan,315305000,4,2026,2026-05-09
2026-06-01,6416,Taiwan,349990000,5,2026,
2026-07-01,6416,Taiwan,667868000,6,2026,
2026-08-01,6416,Taiwan,451310000,7,2026,
