date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,1441,Taiwan,137761000,12,2022,
2023-02-01,1441,Taiwan,89197000,1,2023,
2023-03-01,1441,Taiwan,106813000,2,2023,
2023-04-01,1441,Taiwan,109949000,3,2023,
2023-05-01,1441,Taiwan,95357000,4,2023,
2023-06-01,1441,Taiwan,86399000,5,2023,
2023-07-01,1441,Taiwan,86636000,6,2023,
2023-08-01,1441,Taiwan,119829000,7,2023,
2023-09-01,1441,Taiwan,105790000,8,2023,
2023-10-01,1441,Taiwan,74396000,9,2023,
2023-11-01,1441,Taiwan,133170000,10,2023,
2023-12-01,1441,Taiwan,76290000,11,2023,
2024-01-01,1441,Taiwan,74979000,12,2023,
2024-02-01,1441,Taiwan,83230000,1,2024,
2024-03-01,1441,Taiwan,57190000,2,2024,
2024-04-01,1441,Taiwan,86088000,3,2024,
2024-05-01,1441,Taiwan,124649000,4,2024,
2024-06-01,1441,Taiwan,138447000,5,2024,
2024-07-01,1441,Taiwan,173371000,6,2024,
2024-08-01,1441,Taiwan,201063000,7,2024,
2024-09-01,1441,Taiwan,196730000,8,2024,
2024-10-01,1441,Taiwan,121556000,9,2024,
2024-11-01,1441,Taiwan,176433000,10,2024,
2024-12-01,1441,Taiwan,139933000,11,2024,
2025-01-01,1441,Taiwan,127342000,12,2024,
2025-02-01,1441,Taiwan,134774000,1,2025,
2025-03-01,1441,Taiwan,108493000,2,2025,
2025-04-01,1441,Taiwan,159859000,3,2025,
2025-05-01,1441,Taiwan,129268000,4,2025,
2025-06-01,1441,Taiwan,95348000,5,2025,
2025-07-01,1441,Taiwan,150015000,6,2025,
2025-08-01,1441,Taiwan,123213000,7,2025,
2025-09-01,1441,Taiwan,124523000,8,2025,
2025-10-01,1441,Taiwan,113503000,9,2025,
2025-11-01,1441,Taiwan,126504000,10,2025,
2025-12-01,1441,Taiwan,124052000,11,2025,
2026-01-01,1441,Taiwan,126517000,12,2025,
2026-02-01,1441,Taiwan,117500000,1,2026,
2026-03-01,1441,Taiwan,57056000,2,2026,2026-04-21
2026-04-01,1441,Taiwan,114577000,3,2026,2026-04-21
2026-05-01,1441,Taiwan,131682000,4,2026,2026-05-07
2026-06-01,1441,Taiwan,94130000,5,2026,
2026-07-01,1441,Taiwan,90177000,6,2026,
2026-08-01,1441,Taiwan,89328000,7,2026,
