date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,3594,Taiwan,209987000,12,2022,
2023-02-01,3594,Taiwan,114914000,1,2023,
2023-03-01,3594,Taiwan,121314000,2,2023,
2023-04-01,3594,Taiwan,147469000,3,2023,
2023-05-01,3594,Taiwan,136752000,4,2023,
2023-06-01,3594,Taiwan,143521000,5,2023,
2023-07-01,3594,Taiwan,156646000,6,2023,
2023-08-01,3594,Taiwan,127103000,7,2023,
2023-09-01,3594,Taiwan,125538000,8,2023,
2023-10-01,3594,Taiwan,134319000,9,2023,
2023-11-01,3594,Taiwan,154450000,10,2023,
2023-12-01,3594,Taiwan,166652000,11,2023,
2024-01-01,3594,Taiwan,141184000,12,2023,
2024-02-01,3594,Taiwan,93028000,1,2024,
2024-03-01,3594,Taiwan,85049000,2,2024,
2024-04-01,3594,Taiwan,86504000,3,2024,
2024-05-01,3594,Taiwan,101134000,4,2024,
2024-06-01,3594,Taiwan,126895000,5,2024,
2024-07-01,3594,Taiwan,134059000,6,2024,
2024-08-01,3594,Taiwan,120141000,7,2024,
2024-09-01,3594,Taiwan,121389000,8,2024,
2024-10-01,3594,Taiwan,123323000,9,2024,
2024-11-01,3594,Taiwan,162460000,10,2024,
2024-12-01,3594,Taiwan,230482000,11,2024,
2025-01-01,3594,Taiwan,201630000,12,2024,
2025-02-01,3594,Taiwan,122478000,1,2025,
2025-03-01,3594,Taiwan,127958000,2,2025,
2025-04-01,3594,Taiwan,140740000,3,2025,
2025-05-01,3594,Taiwan,125591000,4,2025,
2025-06-01,3594,Taiwan,170179000,5,2025,
2025-07-01,3594,Taiwan,183715000,6,2025,
2025-08-01,3594,Taiwan,170019000,7,2025,
2025-09-01,3594,Taiwan,174742000,8,2025,
2025-10-01,3594,Taiwan,181229000,9,2025,
2025-11-01,3594,Taiwan,201347000,10,2025,
2025-12-01,3594,Taiwan,248958000,11,2025,
2026-01-01,3594,Taiwan,174131000,12,2025,
2026-02-01,3594,Taiwan,134403000,1,2026,
2026-03-01,3594,Taiwan,155734000,2,2026,2026-04-21
2026-04-01,3594,Taiwan,225560000,3,2026,2026-04-20
2026-05-01,3594,Taiwan,188847000,4,2026,2026-05-12
2026-06-01,3594,Taiwan,260830000,5,2026,
2026-07-01,3594,Taiwan,264273000,6,2026,
2026-08-01,3594,Taiwan,256954000,7,2026,
