date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2025-07-01,4166,Taiwan,108771000,6,2025,
2025-08-01,4166,Taiwan,109787000,7,2025,
2025-09-01,4166,Taiwan,100919000,8,2025,
2025-10-01,4166,Taiwan,105415000,9,2025,
2025-11-01,4166,Taiwan,150039000,10,2025,
2025-12-01,4166,Taiwan,160033000,11,2025,
2026-01-01,4166,Taiwan,131736000,12,2025,
2026-02-01,4166,Taiwan,145393000,1,2026,
2026-03-01,4166,Taiwan,78204000,2,2026,2026-04-21
2026-04-01,4166,Taiwan,107622000,3,2026,2026-04-20
2026-05-01,4166,Taiwan,131042000,4,2026,2026-05-09
2026-06-01,4166,Taiwan,113021000,5,2026,
2026-07-01,4166,Taiwan,183015000,6,2026,
2026-08-01,4166,Taiwan,131837000,7,2026,
