date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,8431,Taiwan,63423000,12,2022,
2023-02-01,8431,Taiwan,47505000,1,2023,
2023-03-01,8431,Taiwan,77259000,2,2023,
2023-04-01,8431,Taiwan,75576000,3,2023,
2023-05-01,8431,Taiwan,73738000,4,2023,
2023-06-01,8431,Taiwan,80432000,5,2023,
2023-07-01,8431,Taiwan,76821000,6,2023,
2023-08-01,8431,Taiwan,79701000,7,2023,
2023-09-01,8431,Taiwan,94008000,8,2023,
2023-10-01,8431,Taiwan,84706000,9,2023,
2023-11-01,8431,Taiwan,85892000,10,2023,
2023-12-01,8431,Taiwan,77198000,11,2023,
2024-01-01,8431,Taiwan,64617000,12,2023,
2024-02-01,8431,Taiwan,73103000,1,2024,
2024-03-01,8431,Taiwan,31457000,2,2024,
2024-04-01,8431,Taiwan,61484000,3,2024,
2024-05-01,8431,Taiwan,82770000,4,2024,
2024-06-01,8431,Taiwan,83704000,5,2024,
2024-07-01,8431,Taiwan,82988000,6,2024,
2024-08-01,8431,Taiwan,94056000,7,2024,
2024-09-01,8431,Taiwan,106239000,8,2024,
2024-10-01,8431,Taiwan,93294000,9,2024,
2024-11-01,8431,Taiwan,92041000,10,2024,
2024-12-01,8431,Taiwan,111517000,11,2024,
2025-01-01,8431,Taiwan,116866000,12,2024,
2025-02-01,8431,Taiwan,79682000,1,2025,
2025-03-01,8431,Taiwan,63355000,2,2025,
2025-04-01,8431,Taiwan,92356000,3,2025,
2025-05-01,8431,Taiwan,94530000,4,2025,
2025-06-01,8431,Taiwan,81545000,5,2025,
2025-07-01,8431,Taiwan,82650000,6,2025,
2025-08-01,8431,Taiwan,100394000,7,2025,
2025-09-01,8431,Taiwan,100884000,8,2025,
2025-10-01,8431,Taiwan,88815000,9,2025,
2025-11-01,8431,Taiwan,79432000,10,2025,
2025-12-01,8431,Taiwan,89621000,11,2025,
2026-01-01,8431,Taiwan,92442000,12,2025,
2026-02-01,8431,Taiwan,105258000,1,2026,
2026-03-01,8431,Taiwan,64429000,2,2026,2026-04-21
2026-04-01,8431,Taiwan,83670000,3,2026,2026-04-20
2026-05-01,8431,Taiwan,71817000,4,2026,2026-05-11
2026-06-01,8431,Taiwan,66227000,5,2026,
2026-07-01,8431,Taiwan,65270000,6,2026,
2026-08-01,8431,Taiwan,81846000,7,2026,
2026-09-01,8431,Taiwan,87357000,8,2026,
