date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,2903,Taiwan,3319245000,12,2022,
2023-02-01,2903,Taiwan,3698297000,1,2023,
2023-03-01,2903,Taiwan,2487249000,2,2023,
2023-04-01,2903,Taiwan,3086630000,3,2023,
2023-05-01,2903,Taiwan,2850917000,4,2023,
2023-06-01,2903,Taiwan,2823424000,5,2023,
2023-07-01,2903,Taiwan,2568184000,6,2023,
2023-08-01,2903,Taiwan,2758676000,7,2023,
2023-09-01,2903,Taiwan,2804825000,8,2023,
2023-10-01,2903,Taiwan,2667741000,9,2023,
2023-11-01,2903,Taiwan,3624942000,10,2023,
2023-12-01,2903,Taiwan,4396660000,11,2023,
2024-01-01,2903,Taiwan,2906848000,12,2023,
2024-02-01,2903,Taiwan,2930942000,1,2024,
2024-03-01,2903,Taiwan,2801156000,2,2024,
2024-04-01,2903,Taiwan,3088981000,3,2024,
2024-05-01,2903,Taiwan,2604478000,4,2024,
2024-06-01,2903,Taiwan,2725044000,5,2024,
2024-07-01,2903,Taiwan,2518602000,6,2024,
2024-08-01,2903,Taiwan,2511053000,7,2024,
2024-09-01,2903,Taiwan,2604003000,8,2024,
2024-10-01,2903,Taiwan,2575431000,9,2024,
2024-11-01,2903,Taiwan,3480681000,10,2024,
2024-12-01,2903,Taiwan,4394026000,11,2024,
2025-01-01,2903,Taiwan,2763642000,12,2024,
2025-02-01,2903,Taiwan,3292497000,1,2025,
2025-03-01,2903,Taiwan,2197968000,2,2025,
2025-04-01,2903,Taiwan,2981571000,3,2025,
2025-05-01,2903,Taiwan,2519278000,4,2025,
2025-06-01,2903,Taiwan,2637796000,5,2025,
2025-07-01,2903,Taiwan,2381278000,6,2025,
2025-08-01,2903,Taiwan,2458967000,7,2025,
2025-09-01,2903,Taiwan,2631908000,8,2025,
2025-10-01,2903,Taiwan,2531530000,9,2025,
2025-11-01,2903,Taiwan,3651149000,10,2025,
2025-12-01,2903,Taiwan,4218845000,11,2025,
2026-01-01,2903,Taiwan,2574851000,12,2025,
2026-02-01,2903,Taiwan,2807826000,1,2026,
2026-03-01,2903,Taiwan,2742999000,2,2026,2026-04-21
2026-04-01,2903,Taiwan,2894282000,3,2026,2026-04-21
2026-05-01,2903,Taiwan,2532886000,4,2026,2026-05-11
2026-06-01,2903,Taiwan,2661338000,5,2026,
2026-07-01,2903,Taiwan,2323589000,6,2026,
2026-08-01,2903,Taiwan,2417480000,7,2026,
