date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6438,Taiwan,536605000,12,2022,
2023-02-01,6438,Taiwan,532206000,1,2023,
2023-03-01,6438,Taiwan,523147000,2,2023,
2023-04-01,6438,Taiwan,513138000,3,2023,
2023-05-01,6438,Taiwan,573467000,4,2023,
2023-06-01,6438,Taiwan,512432000,5,2023,
2023-07-01,6438,Taiwan,535189000,6,2023,
2023-08-01,6438,Taiwan,372246000,7,2023,
2023-09-01,6438,Taiwan,420736000,8,2023,
2023-10-01,6438,Taiwan,444987000,9,2023,
2023-11-01,6438,Taiwan,423444000,10,2023,
2023-12-01,6438,Taiwan,463624000,11,2023,
2024-01-01,6438,Taiwan,495678000,12,2023,
2024-02-01,6438,Taiwan,426902000,1,2024,
2024-03-01,6438,Taiwan,371845000,2,2024,
2024-04-01,6438,Taiwan,474554000,3,2024,
2024-05-01,6438,Taiwan,432873000,4,2024,
2024-06-01,6438,Taiwan,400188000,5,2024,
2024-07-01,6438,Taiwan,416529000,6,2024,
2024-08-01,6438,Taiwan,427192000,7,2024,
2024-09-01,6438,Taiwan,413016000,8,2024,
2024-10-01,6438,Taiwan,473940000,9,2024,
2024-11-01,6438,Taiwan,416041000,10,2024,
2024-12-01,6438,Taiwan,441453000,11,2024,
2025-01-01,6438,Taiwan,426527000,12,2024,
2025-02-01,6438,Taiwan,508820000,1,2025,
2025-03-01,6438,Taiwan,469109000,2,2025,
2025-04-01,6438,Taiwan,577083000,3,2025,
2025-05-01,6438,Taiwan,481472000,4,2025,
2025-06-01,6438,Taiwan,537887000,5,2025,
2025-07-01,6438,Taiwan,612058000,6,2025,
2025-08-01,6438,Taiwan,605495000,7,2025,
2025-09-01,6438,Taiwan,529101000,8,2025,
2025-10-01,6438,Taiwan,531460000,9,2025,
2025-11-01,6438,Taiwan,525839000,10,2025,
2025-12-01,6438,Taiwan,570456000,11,2025,
2026-01-01,6438,Taiwan,581467000,12,2025,
2026-02-01,6438,Taiwan,565533000,1,2026,
2026-03-01,6438,Taiwan,511781000,2,2026,2026-04-21
2026-04-01,6438,Taiwan,667469000,3,2026,2026-04-21
2026-05-01,6438,Taiwan,638366000,4,2026,2026-05-05
2026-06-01,6438,Taiwan,592379000,5,2026,
2026-07-01,6438,Taiwan,592925000,6,2026,
2026-08-01,6438,Taiwan,638075000,7,2026,
