date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,2064,Taiwan,132858000,12,2022,
2023-02-01,2064,Taiwan,104999000,1,2023,
2023-03-01,2064,Taiwan,116413000,2,2023,
2023-04-01,2064,Taiwan,142102000,3,2023,
2023-05-01,2064,Taiwan,106017000,4,2023,
2023-06-01,2064,Taiwan,124932000,5,2023,
2023-07-01,2064,Taiwan,115956000,6,2023,
2023-08-01,2064,Taiwan,106701000,7,2023,
2023-09-01,2064,Taiwan,129903000,8,2023,
2023-10-01,2064,Taiwan,115640000,9,2023,
2023-11-01,2064,Taiwan,123569000,10,2023,
2023-12-01,2064,Taiwan,128516000,11,2023,
2024-01-01,2064,Taiwan,115717000,12,2023,
2024-02-01,2064,Taiwan,134557000,1,2024,
2024-03-01,2064,Taiwan,87930000,2,2024,
2024-04-01,2064,Taiwan,132798000,3,2024,
2024-05-01,2064,Taiwan,145900000,4,2024,
2024-06-01,2064,Taiwan,159761000,5,2024,
2024-07-01,2064,Taiwan,131350000,6,2024,
2024-08-01,2064,Taiwan,134906000,7,2024,
2024-09-01,2064,Taiwan,152141000,8,2024,
2024-10-01,2064,Taiwan,136189000,9,2024,
2024-11-01,2064,Taiwan,145936000,10,2024,
2024-12-01,2064,Taiwan,147069000,11,2024,
2025-01-01,2064,Taiwan,136207000,12,2024,
2025-02-01,2064,Taiwan,112148000,1,2025,
2025-03-01,2064,Taiwan,130575000,2,2025,
2025-04-01,2064,Taiwan,139424000,3,2025,
2025-05-01,2064,Taiwan,129828000,4,2025,
2025-06-01,2064,Taiwan,120027000,5,2025,
2025-07-01,2064,Taiwan,113347000,6,2025,
2025-08-01,2064,Taiwan,121155000,7,2025,
2025-09-01,2064,Taiwan,140649000,8,2025,
2025-10-01,2064,Taiwan,137906000,9,2025,
2025-11-01,2064,Taiwan,161857000,10,2025,
2025-12-01,2064,Taiwan,158430000,11,2025,
2026-01-01,2064,Taiwan,115613000,12,2025,
2026-02-01,2064,Taiwan,153852000,1,2026,
2026-03-01,2064,Taiwan,120884000,2,2026,2026-04-21
2026-04-01,2064,Taiwan,172401000,3,2026,2026-04-20
2026-05-01,2064,Taiwan,161944000,4,2026,2026-05-11
2026-06-01,2064,Taiwan,152369000,5,2026,
2026-07-01,2064,Taiwan,133386000,6,2026,
2026-08-01,2064,Taiwan,143500000,7,2026,
