date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6179,Taiwan,255620000,12,2022,
2023-02-01,6179,Taiwan,238059000,1,2023,
2023-03-01,6179,Taiwan,249469000,2,2023,
2023-04-01,6179,Taiwan,604996000,3,2023,
2023-05-01,6179,Taiwan,187025000,4,2023,
2023-06-01,6179,Taiwan,198372000,5,2023,
2023-07-01,6179,Taiwan,244149000,6,2023,
2023-08-01,6179,Taiwan,192136000,7,2023,
2023-09-01,6179,Taiwan,385813000,8,2023,
2023-10-01,6179,Taiwan,313544000,9,2023,
2023-11-01,6179,Taiwan,121800000,10,2023,
2023-12-01,6179,Taiwan,252345000,11,2023,
2024-01-01,6179,Taiwan,341542000,12,2023,
2024-02-01,6179,Taiwan,193639000,1,2024,
2024-03-01,6179,Taiwan,287247000,2,2024,
2024-04-01,6179,Taiwan,183842000,3,2024,
2024-05-01,6179,Taiwan,152997000,4,2024,
2024-06-01,6179,Taiwan,212182000,5,2024,
2024-07-01,6179,Taiwan,212947000,6,2024,
2024-08-01,6179,Taiwan,184541000,7,2024,
2024-09-01,6179,Taiwan,222792000,8,2024,
2024-10-01,6179,Taiwan,485140000,9,2024,
2024-11-01,6179,Taiwan,301692000,10,2024,
2024-12-01,6179,Taiwan,352456000,11,2024,
2025-01-01,6179,Taiwan,1366210000,12,2024,
2025-02-01,6179,Taiwan,269095000,1,2025,
2025-03-01,6179,Taiwan,284869000,2,2025,
2025-04-01,6179,Taiwan,410835000,3,2025,
2025-05-01,6179,Taiwan,321874000,4,2025,
2025-06-01,6179,Taiwan,325518000,5,2025,
2025-07-01,6179,Taiwan,334796000,6,2025,
2025-08-01,6179,Taiwan,275344000,7,2025,
2025-09-01,6179,Taiwan,250246000,8,2025,
2025-10-01,6179,Taiwan,394718000,9,2025,
2025-11-01,6179,Taiwan,363165000,10,2025,
2025-12-01,6179,Taiwan,488617000,11,2025,
2026-01-01,6179,Taiwan,460571000,12,2025,
2026-02-01,6179,Taiwan,241827000,1,2026,
2026-03-01,6179,Taiwan,543615000,2,2026,2026-04-21
2026-04-01,6179,Taiwan,660784000,3,2026,2026-05-12
2026-05-01,6179,Taiwan,545135000,4,2026,2026-05-12
2026-06-01,6179,Taiwan,721839000,5,2026,
2026-07-01,6179,Taiwan,1102208000,6,2026,
2026-08-01,6179,Taiwan,1097072000,7,2026,
