date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,4953,Taiwan,708562000,12,2022,
2023-02-01,4953,Taiwan,655719000,1,2023,
2023-03-01,4953,Taiwan,684237000,2,2023,
2023-04-01,4953,Taiwan,714377000,3,2023,
2023-05-01,4953,Taiwan,712306000,4,2023,
2023-06-01,4953,Taiwan,707496000,5,2023,
2023-07-01,4953,Taiwan,707920000,6,2023,
2023-08-01,4953,Taiwan,708621000,7,2023,
2023-09-01,4953,Taiwan,742933000,8,2023,
2023-10-01,4953,Taiwan,768946000,9,2023,
2023-11-01,4953,Taiwan,772123000,10,2023,
2023-12-01,4953,Taiwan,821906000,11,2023,
2024-01-01,4953,Taiwan,844674000,12,2023,
2024-02-01,4953,Taiwan,841335000,1,2024,
2024-03-01,4953,Taiwan,750592000,2,2024,
2024-04-01,4953,Taiwan,826745000,3,2024,
2024-05-01,4953,Taiwan,852687000,4,2024,
2024-06-01,4953,Taiwan,844071000,5,2024,
2024-07-01,4953,Taiwan,826807000,6,2024,
2024-08-01,4953,Taiwan,860146000,7,2024,
2024-09-01,4953,Taiwan,872166000,8,2024,
2024-10-01,4953,Taiwan,879470000,9,2024,
2024-11-01,4953,Taiwan,886751000,10,2024,
2024-12-01,4953,Taiwan,911895000,11,2024,
2025-01-01,4953,Taiwan,912727000,12,2024,
2025-02-01,4953,Taiwan,845883000,1,2025,
2025-03-01,4953,Taiwan,869963000,2,2025,
2025-04-01,4953,Taiwan,925821000,3,2025,
2025-05-01,4953,Taiwan,933521000,4,2025,
2025-06-01,4953,Taiwan,889526000,5,2025,
2025-07-01,4953,Taiwan,899619000,6,2025,
2025-08-01,4953,Taiwan,954903000,7,2025,
2025-09-01,4953,Taiwan,984208000,8,2025,
2025-10-01,4953,Taiwan,1047294000,9,2025,
2025-11-01,4953,Taiwan,1003835000,10,2025,
2025-12-01,4953,Taiwan,1076451000,11,2025,
2026-01-01,4953,Taiwan,1172538000,12,2025,
2026-02-01,4953,Taiwan,1139175000,1,2026,
2026-03-01,4953,Taiwan,1045892000,2,2026,2026-04-21
2026-04-01,4953,Taiwan,1213819000,3,2026,2026-04-20
2026-05-01,4953,Taiwan,1241094000,4,2026,2026-05-06
2026-06-01,4953,Taiwan,1149330000,5,2026,
2026-07-01,4953,Taiwan,1233074000,6,2026,
2026-08-01,4953,Taiwan,1273547000,7,2026,
