date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6829,Taiwan,118690000,12,2022,
2023-02-01,6829,Taiwan,75477000,1,2023,
2023-03-01,6829,Taiwan,103855000,2,2023,
2023-04-01,6829,Taiwan,127245000,3,2023,
2023-05-01,6829,Taiwan,91153000,4,2023,
2023-06-01,6829,Taiwan,125946000,5,2023,
2023-07-01,6829,Taiwan,133510000,6,2023,
2023-08-01,6829,Taiwan,135815000,7,2023,
2023-09-01,6829,Taiwan,128644000,8,2023,
2023-10-01,6829,Taiwan,108664000,9,2023,
2023-11-01,6829,Taiwan,72525000,10,2023,
2023-12-01,6829,Taiwan,150722000,11,2023,
2024-01-01,6829,Taiwan,96605000,12,2023,
2024-02-01,6829,Taiwan,121686000,1,2024,
2024-03-01,6829,Taiwan,104032000,2,2024,
2024-04-01,6829,Taiwan,87103000,3,2024,
2024-05-01,6829,Taiwan,144454000,4,2024,
2024-06-01,6829,Taiwan,136729000,5,2024,
2024-07-01,6829,Taiwan,124136000,6,2024,
2024-08-01,6829,Taiwan,103184000,7,2024,
2024-09-01,6829,Taiwan,122988000,8,2024,
2024-10-01,6829,Taiwan,122630000,9,2024,
2024-11-01,6829,Taiwan,100837000,10,2024,
2024-12-01,6829,Taiwan,173426000,11,2024,
2025-01-01,6829,Taiwan,185476000,12,2024,
2025-02-01,6829,Taiwan,156553000,1,2025,
2025-03-01,6829,Taiwan,134535000,2,2025,
2025-04-01,6829,Taiwan,135672000,3,2025,
2025-05-01,6829,Taiwan,132788000,4,2025,
2025-06-01,6829,Taiwan,131121000,5,2025,
2025-07-01,6829,Taiwan,128001000,6,2025,
2025-08-01,6829,Taiwan,163663000,7,2025,
2025-09-01,6829,Taiwan,173626000,8,2025,
2025-10-01,6829,Taiwan,148895000,9,2025,
2025-11-01,6829,Taiwan,149396000,10,2025,
2025-12-01,6829,Taiwan,182968000,11,2025,
2026-01-01,6829,Taiwan,184387000,12,2025,
2026-02-01,6829,Taiwan,166395000,1,2026,
2026-03-01,6829,Taiwan,156968000,2,2026,2026-04-21
2026-04-01,6829,Taiwan,281032000,3,2026,2026-04-20
2026-05-01,6829,Taiwan,170183000,4,2026,2026-05-09
2026-06-01,6829,Taiwan,179954000,5,2026,
2026-07-01,6829,Taiwan,216837000,6,2026,
2026-08-01,6829,Taiwan,201265000,7,2026,
