date,stock_id,country,revenue,revenue_month,revenue_year,create_time
2023-01-01,6207,Taiwan,127429000,12,2022,
2023-02-01,6207,Taiwan,72295000,1,2023,
2023-03-01,6207,Taiwan,59704000,2,2023,
2023-04-01,6207,Taiwan,95995000,3,2023,
2023-05-01,6207,Taiwan,66731000,4,2023,
2023-06-01,6207,Taiwan,71956000,5,2023,
2023-07-01,6207,Taiwan,76910000,6,2023,
2023-08-01,6207,Taiwan,129118000,7,2023,
2023-09-01,6207,Taiwan,120545000,8,2023,
2023-10-01,6207,Taiwan,92368000,9,2023,
2023-11-01,6207,Taiwan,92303000,10,2023,
2023-12-01,6207,Taiwan,166488000,11,2023,
2024-01-01,6207,Taiwan,136244000,12,2023,
2024-02-01,6207,Taiwan,117035000,1,2024,
2024-03-01,6207,Taiwan,82923000,2,2024,
2024-04-01,6207,Taiwan,85698000,3,2024,
2024-05-01,6207,Taiwan,127426000,4,2024,
2024-06-01,6207,Taiwan,130185000,5,2024,
2024-07-01,6207,Taiwan,99026000,6,2024,
2024-08-01,6207,Taiwan,104557000,7,2024,
2024-09-01,6207,Taiwan,94762000,8,2024,
2024-10-01,6207,Taiwan,94976000,9,2024,
2024-11-01,6207,Taiwan,100424000,10,2024,
2024-12-01,6207,Taiwan,109031000,11,2024,
2025-01-01,6207,Taiwan,217651000,12,2024,
2025-02-01,6207,Taiwan,66633000,1,2025,
2025-03-01,6207,Taiwan,75389000,2,2025,
2025-04-01,6207,Taiwan,137789000,3,2025,
2025-05-01,6207,Taiwan,122251000,4,2025,
2025-06-01,6207,Taiwan,90916000,5,2025,
2025-07-01,6207,Taiwan,87759000,6,2025,
2025-08-01,6207,Taiwan,106182000,7,2025,
2025-09-01,6207,Taiwan,101526000,8,2025,
2025-10-01,6207,Taiwan,84623000,9,2025,
2025-11-01,6207,Taiwan,63058000,10,2025,
2025-12-01,6207,Taiwan,96232000,11,2025,
2026-01-01,6207,Taiwan,81860000,12,2025,
2026-02-01,6207,Taiwan,60501000,1,2026,
2026-03-01,6207,Taiwan,55061000,2,2026,2026-04-21
2026-04-01,6207,Taiwan,157466000,3,2026,2026-04-20
2026-05-01,6207,Taiwan,126657000,4,2026,2026-05-08
2026-06-01,6207,Taiwan,117989000,5,2026,
2026-07-01,6207,Taiwan,85555000,6,2026,
2026-08-01,6207,Taiwan,112882000,7,2026,
