date,stock_id,type,value,origin_name
2023-03-31,4502,OtherComprehensiveIncome,2103000.0,其他綜合損益（淨額）
2023-03-31,4502,TAX,0.0,所得稅費用（利益）
2023-03-31,4502,IncomeAfterTaxes,-24425000.0,本期淨利（淨損）
2023-03-31,4502,TotalConsolidatedProfitForThePeriod,-22322000.0,本期綜合損益總額
2023-03-31,4502,EquityAttributableToOwnersOfParent,-23384000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,4502,NoncontrollingInterests,-1041000.0,淨利（淨損）歸屬於非控制權益
2023-03-31,4502,OperatingIncome,-16490000.0,營業利益（損失）
2023-03-31,4502,TotalNonoperatingIncomeAndExpense,-7935000.0,營業外收入及支出
2023-03-31,4502,CostOfGoodsSold,241431000.0,營業成本
2023-03-31,4502,Revenue,279416000.0,營業收入
2023-03-31,4502,GrossProfit,37985000.0,營業毛利（毛損）
2023-03-31,4502,OperatingExpenses,54475000.0,營業費用
2023-03-31,4502,PreTaxIncome,-24425000.0,稅前淨利（淨損）
2023-03-31,4502,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-954000.0,綜合損益總額歸屬於非控制權益
2023-03-31,4502,IncomeFromContinuingOperations,-24425000.0,繼續營業單位本期淨利（淨損）
2023-03-31,4502,EPS,-0.41,基本每股盈餘
2023-06-30,4502,OtherComprehensiveIncome,2205000.0,其他綜合損益（淨額）
2023-06-30,4502,TAX,0.0,所得稅費用（利益）
2023-06-30,4502,IncomeAfterTaxes,456000.0,本期淨利（淨損）
2023-06-30,4502,TotalConsolidatedProfitForThePeriod,2661000.0,本期綜合損益總額
2023-06-30,4502,EquityAttributableToOwnersOfParent,272000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,4502,NoncontrollingInterests,184000.0,淨利（淨損）歸屬於非控制權益
2023-06-30,4502,OperatingIncome,-4058000.0,營業利益（損失）
2023-06-30,4502,TotalNonoperatingIncomeAndExpense,4514000.0,營業外收入及支出
2023-06-30,4502,CostOfGoodsSold,300207000.0,營業成本
2023-06-30,4502,Revenue,356607000.0,營業收入
2023-06-30,4502,GrossProfit,56400000.0,營業毛利（毛損）
2023-06-30,4502,OperatingExpenses,60458000.0,營業費用
2023-06-30,4502,PreTaxIncome,456000.0,稅前淨利（淨損）
2023-06-30,4502,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-153000.0,綜合損益總額歸屬於非控制權益
