date,stock_id,type,value,origin_name
2023-03-31,8147,OtherComprehensiveIncome,1853000.0,其他綜合損益（淨額）
2023-03-31,8147,RealizedGain,0.0,已實現銷貨（損）益
2023-03-31,8147,TAX,2029000.0,所得稅費用（利益）
2023-03-31,8147,UnrealizedGain,0.0,未實現銷貨（損）益
2023-03-31,8147,IncomeAfterTaxes,12341000.0,本期淨利（淨損）
2023-03-31,8147,TotalConsolidatedProfitForThePeriod,14194000.0,本期綜合損益總額
2023-03-31,8147,EquityAttributableToOwnersOfParent,12341000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,8147,OperatingIncome,14909000.0,營業利益（損失）
2023-03-31,8147,TotalNonoperatingIncomeAndExpense,-539000.0,營業外收入及支出
2023-03-31,8147,CostOfGoodsSold,142674000.0,營業成本
2023-03-31,8147,Revenue,231735000.0,營業收入
2023-03-31,8147,GrossProfit,89061000.0,營業毛利（毛損）
2023-03-31,8147,OperatingExpenses,74152000.0,營業費用
2023-03-31,8147,PreTaxIncome,14370000.0,稅前淨利（淨損）
2023-03-31,8147,IncomeFromContinuingOperations,12341000.0,繼續營業單位本期淨利（淨損）
2023-03-31,8147,EPS,0.38,基本每股盈餘
2023-06-30,8147,OtherComprehensiveIncome,-10508000.0,其他綜合損益（淨額）
2023-06-30,8147,TAX,8728000.0,所得稅費用（利益）
2023-06-30,8147,IncomeAfterTaxes,16785000.0,本期淨利（淨損）
2023-06-30,8147,TotalConsolidatedProfitForThePeriod,6277000.0,本期綜合損益總額
2023-06-30,8147,EquityAttributableToOwnersOfParent,17684000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,8147,NoncontrollingInterests,-899000.0,淨利（淨損）歸屬於非控制權益
2023-06-30,8147,OperatingIncome,11834000.0,營業利益（損失）
2023-06-30,8147,TotalNonoperatingIncomeAndExpense,13679000.0,營業外收入及支出
2023-06-30,8147,CostOfGoodsSold,150416000.0,營業成本
2023-06-30,8147,Revenue,242311000.0,營業收入
2023-06-30,8147,GrossProfit,91895000.0,營業毛利（毛損）
2023-06-30,8147,OperatingExpenses,80061000.0,營業費用
2023-06-30,8147,PreTaxIncome,25513000.0,稅前淨利（淨損）
2023-06-30,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-1049000.0,綜合損益總額歸屬於非控制權益
2023-06-30,8147,IncomeFromContinuingOperations,16785000.0,繼續營業單位本期淨利（淨損）
2023-06-30,8147,EPS,0.54,基本每股盈餘
2023-09-30,8147,IncomeLossFromDiscontinuedOperation,0.0,停業單位損益
2023-09-30,8147,OtherComprehensiveIncome,8388000.0,其他綜合損益（淨額）
2023-09-30,8147,RealizedGain,0.0,已實現銷貨（損）益
2023-09-30,8147,TAX,2343000.0,所得稅費用（利益）
2023-09-30,8147,UnrealizedGain,0.0,未實現銷貨（損）益
2023-09-30,8147,IncomeAfterTaxes,38424000.0,本期淨利（淨損）
2023-09-30,8147,TotalConsolidatedProfitForThePeriod,46812000.0,本期綜合損益總額
2023-09-30,8147,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2023-09-30,8147,EquityAttributableToOwnersOfParent,38815000.0,淨利（淨損）歸屬於母公司業主
2023-09-30,8147,NoncontrollingInterests,-391000.0,淨利（淨損）歸屬於非控制權益
2023-09-30,8147,OperatingIncome,32696000.0,營業利益（損失）
2023-09-30,8147,TotalNonoperatingIncomeAndExpense,8071000.0,營業外收入及支出
2023-09-30,8147,CostOfGoodsSold,177537000.0,營業成本
2023-09-30,8147,Revenue,303395000.0,營業收入
2023-09-30,8147,GrossProfit,125858000.0,營業毛利（毛損）
2023-09-30,8147,OperatingExpenses,93162000.0,營業費用
2023-09-30,8147,PreTaxIncome,40767000.0,稅前淨利（淨損）
2023-09-30,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-377000.0,綜合損益總額歸屬於非控制權益
2023-09-30,8147,IncomeFromContinuingOperations,38424000.0,繼續營業單位本期淨利（淨損）
2023-09-30,8147,EPS,1.17,基本每股盈餘
2023-12-31,8147,IncomeLossFromDiscontinuedOperation,0.0,停業單位損益
2023-12-31,8147,OTHNOE,0.0,其他收益及費損淨額
2023-12-31,8147,OtherComprehensiveIncome,-9600000.0,其他綜合損益（淨額）
2023-12-31,8147,RealizedGain,0.0,已實現銷貨（損）益
2023-12-31,8147,TAX,-5862000.0,所得稅費用（利益）
2023-12-31,8147,UnrealizedGain,0.0,未實現銷貨（損）益
2023-12-31,8147,IncomeAfterTaxes,15539000.0,本期淨利（淨損）
2023-12-31,8147,TotalConsolidatedProfitForThePeriod,5939000.0,本期綜合損益總額
2023-12-31,8147,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2023-12-31,8147,EquityAttributableToOwnersOfParent,15257000.0,淨利（淨損）歸屬於母公司業主
2023-12-31,8147,NoncontrollingInterests,282000.0,淨利（淨損）歸屬於非控制權益
2023-12-31,8147,OperatingIncome,17448000.0,營業利益（損失）
2023-12-31,8147,TotalNonoperatingIncomeAndExpense,-7771000.0,營業外收入及支出
2023-12-31,8147,CostOfGoodsSold,163206000.0,營業成本
2023-12-31,8147,Revenue,260642000.0,營業收入
2023-12-31,8147,GrossProfit,97436000.0,營業毛利（毛損）
2023-12-31,8147,OperatingExpenses,79988000.0,營業費用
2023-12-31,8147,PreTaxIncome,9677000.0,稅前淨利（淨損）
2023-12-31,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,293000.0,綜合損益總額歸屬於非控制權益
2023-12-31,8147,IncomeFromContinuingOperations,15539000.0,繼續營業單位本期淨利（淨損）
2023-12-31,8147,EPS,0.45,基本每股盈餘
2024-03-31,8147,OtherComprehensiveIncome,17238000.0,其他綜合損益（淨額）
2024-03-31,8147,RealizedGain,0.0,已實現銷貨（損）益
2024-03-31,8147,TAX,2066000.0,所得稅費用（利益）
2024-03-31,8147,UnrealizedGain,0.0,未實現銷貨（損）益
2024-03-31,8147,IncomeAfterTaxes,24767000.0,本期淨利（淨損）
2024-03-31,8147,TotalConsolidatedProfitForThePeriod,42005000.0,本期綜合損益總額
2024-03-31,8147,EquityAttributableToOwnersOfParent,25030000.0,淨利（淨損）歸屬於母公司業主
2024-03-31,8147,NoncontrollingInterests,-263000.0,淨利（淨損）歸屬於非控制權益
2024-03-31,8147,OperatingIncome,19854000.0,營業利益（損失）
2024-03-31,8147,TotalNonoperatingIncomeAndExpense,6979000.0,營業外收入及支出
2024-03-31,8147,CostOfGoodsSold,181937000.0,營業成本
2024-03-31,8147,Revenue,296294000.0,營業收入
2024-03-31,8147,GrossProfit,114357000.0,營業毛利（毛損）
2024-03-31,8147,OperatingExpenses,94503000.0,營業費用
2024-03-31,8147,PreTaxIncome,26833000.0,稅前淨利（淨損）
2024-03-31,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-294000.0,綜合損益總額歸屬於非控制權益
2024-03-31,8147,IncomeFromContinuingOperations,24767000.0,繼續營業單位本期淨利（淨損）
2024-03-31,8147,EPS,0.72,基本每股盈餘
2024-06-30,8147,OtherComprehensiveIncome,4738000.0,其他綜合損益（淨額）
2024-06-30,8147,TAX,7662000.0,所得稅費用（利益）
2024-06-30,8147,IncomeAfterTaxes,18264000.0,本期淨利（淨損）
2024-06-30,8147,TotalConsolidatedProfitForThePeriod,23002000.0,本期綜合損益總額
2024-06-30,8147,EquityAttributableToOwnersOfParent,17383000.0,淨利（淨損）歸屬於母公司業主
2024-06-30,8147,NoncontrollingInterests,881000.0,淨利（淨損）歸屬於非控制權益
2024-06-30,8147,OperatingIncome,21375000.0,營業利益（損失）
2024-06-30,8147,TotalNonoperatingIncomeAndExpense,4551000.0,營業外收入及支出
2024-06-30,8147,CostOfGoodsSold,190086000.0,營業成本
2024-06-30,8147,Revenue,307616000.0,營業收入
2024-06-30,8147,GrossProfit,117530000.0,營業毛利（毛損）
2024-06-30,8147,OperatingExpenses,96155000.0,營業費用
2024-06-30,8147,PreTaxIncome,25926000.0,稅前淨利（淨損）
2024-06-30,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,846000.0,綜合損益總額歸屬於非控制權益
2024-06-30,8147,IncomeFromContinuingOperations,18264000.0,繼續營業單位本期淨利（淨損）
2024-06-30,8147,EPS,0.48,基本每股盈餘
2024-09-30,8147,IncomeLossFromDiscontinuedOperation,0.0,停業單位損益
2024-09-30,8147,OtherComprehensiveIncome,8932000.0,其他綜合損益（淨額）
2024-09-30,8147,RealizedGain,0.0,已實現銷貨（損）益
2024-09-30,8147,TAX,6483000.0,所得稅費用（利益）
2024-09-30,8147,UnrealizedGain,0.0,未實現銷貨（損）益
2024-09-30,8147,IncomeAfterTaxes,20971000.0,本期淨利（淨損）
2024-09-30,8147,TotalConsolidatedProfitForThePeriod,29903000.0,本期綜合損益總額
2024-09-30,8147,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2024-09-30,8147,EquityAttributableToOwnersOfParent,19929000.0,淨利（淨損）歸屬於母公司業主
2024-09-30,8147,NoncontrollingInterests,1042000.0,淨利（淨損）歸屬於非控制權益
2024-09-30,8147,OperatingIncome,37703000.0,營業利益（損失）
2024-09-30,8147,TotalNonoperatingIncomeAndExpense,-10249000.0,營業外收入及支出
2024-09-30,8147,CostOfGoodsSold,214869000.0,營業成本
2024-09-30,8147,Revenue,357327000.0,營業收入
2024-09-30,8147,GrossProfit,142458000.0,營業毛利（毛損）
2024-09-30,8147,OperatingExpenses,104755000.0,營業費用
2024-09-30,8147,PreTaxIncome,27454000.0,稅前淨利（淨損）
2024-09-30,8147,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,1248000.0,綜合損益總額歸屬於非控制權益
2024-09-30,8147,IncomeFromContinuingOperations,20971000.0,繼續營業單位本期淨利（淨損）
2024-09-30,8147,EPS,0.52,基本每股盈餘
2024-12-31,8147,IncomeLossFromDiscontinuedOperation,0.0,停業單位損益
2024-12-31,8147,OTHNOE,0.0,其他收益及費損淨額
