date,stock_id,type,value,origin_name
2023-03-31,2012,OtherComprehensiveIncome,38159000.0,其他綜合損益（淨額）
2023-03-31,2012,TAX,42576000.0,所得稅費用（利益）
2023-03-31,2012,IncomeAfterTaxes,85552000.0,本期淨利（淨損）
2023-03-31,2012,TotalConsolidatedProfitForThePeriod,123711000.0,本期綜合損益總額
2023-03-31,2012,EquityAttributableToOwnersOfParent,60879000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,2012,NoncontrollingInterests,24673000.0,淨利（淨損）歸屬於非控制權益
2023-03-31,2012,OperatingIncome,133252000.0,營業利益（損失）
2023-03-31,2012,TotalNonoperatingIncomeAndExpense,-5124000.0,營業外收入及支出
2023-03-31,2012,CostOfGoodsSold,1702104000.0,營業成本
2023-03-31,2012,Revenue,2045709000.0,營業收入
2023-03-31,2012,GrossProfit,343605000.0,營業毛利（毛損）
2023-03-31,2012,OperatingExpenses,210353000.0,營業費用
2023-03-31,2012,PreTaxIncome,128128000.0,稅前淨利（淨損）
2023-03-31,2012,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,33150000.0,綜合損益總額歸屬於非控制權益
2023-03-31,2012,IncomeFromContinuingOperations,85552000.0,繼續營業單位本期淨利（淨損）
2023-03-31,2012,EPS,0.22,基本每股盈餘
2023-06-30,2012,OtherComprehensiveIncome,52480000.0,其他綜合損益（淨額）
2023-06-30,2012,TAX,22489000.0,所得稅費用（利益）
2023-06-30,2012,IncomeAfterTaxes,50826000.0,本期淨利（淨損）
2023-06-30,2012,TotalConsolidatedProfitForThePeriod,103306000.0,本期綜合損益總額
2023-06-30,2012,EquityAttributableToOwnersOfParent,34206000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,2012,NoncontrollingInterests,16620000.0,淨利（淨損）歸屬於非控制權益
2023-06-30,2012,OperatingIncome,88054000.0,營業利益（損失）
2023-06-30,2012,TotalNonoperatingIncomeAndExpense,-14739000.0,營業外收入及支出
2023-06-30,2012,CostOfGoodsSold,1731800000.0,營業成本
2023-06-30,2012,Revenue,2027093000.0,營業收入
2023-06-30,2012,GrossProfit,295293000.0,營業毛利（毛損）
2023-06-30,2012,OperatingExpenses,207239000.0,營業費用
2023-06-30,2012,PreTaxIncome,73315000.0,稅前淨利（淨損）
2023-06-30,2012,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,16761000.0,綜合損益總額歸屬於非控制權益
2023-06-30,2012,IncomeFromContinuingOperations,50826000.0,繼續營業單位本期淨利（淨損）
2023-06-30,2012,EPS,0.12,基本每股盈餘
2023-09-30,2012,OtherComprehensiveIncome,31190000.0,其他綜合損益（淨額）
2023-09-30,2012,TAX,47783000.0,所得稅費用（利益）
2023-09-30,2012,IncomeAfterTaxes,64299000.0,本期淨利（淨損）
2023-09-30,2012,TotalConsolidatedProfitForThePeriod,95489000.0,本期綜合損益總額
2023-09-30,2012,EquityAttributableToOwnersOfParent,31053000.0,淨利（淨損）歸屬於母公司業主
2023-09-30,2012,NoncontrollingInterests,33246000.0,淨利（淨損）歸屬於非控制權益
2023-09-30,2012,OperatingIncome,117445000.0,營業利益（損失）
2023-09-30,2012,TotalNonoperatingIncomeAndExpense,-5363000.0,營業外收入及支出
2023-09-30,2012,CostOfGoodsSold,1822918000.0,營業成本
2023-09-30,2012,Revenue,2165638000.0,營業收入
2023-09-30,2012,GrossProfit,342720000.0,營業毛利（毛損）
2023-09-30,2012,OperatingExpenses,225275000.0,營業費用
2023-09-30,2012,PreTaxIncome,112082000.0,稅前淨利（淨損）
2023-09-30,2012,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,42072000.0,綜合損益總額歸屬於非控制權益
2023-09-30,2012,IncomeFromContinuingOperations,64299000.0,繼續營業單位本期淨利（淨損）
2023-09-30,2012,EPS,0.11,基本每股盈餘
2023-12-31,2012,OtherComprehensiveIncome,-111298000.0,其他綜合損益（淨額）
2023-12-31,2012,TAX,46028000.0,所得稅費用（利益）
2023-12-31,2012,IncomeAfterTaxes,160001000.0,本期淨利（淨損）
2023-12-31,2012,TotalConsolidatedProfitForThePeriod,48703000.0,本期綜合損益總額
2023-12-31,2012,EquityAttributableToOwnersOfParent,127487000.0,淨利（淨損）歸屬於母公司業主
2023-12-31,2012,NoncontrollingInterests,32514000.0,淨利（淨損）歸屬於非控制權益
2023-12-31,2012,OperatingIncome,117537000.0,營業利益（損失）
2023-12-31,2012,TotalNonoperatingIncomeAndExpense,88492000.0,營業外收入及支出
2023-12-31,2012,CostOfGoodsSold,1884755000.0,營業成本
2023-12-31,2012,Revenue,2222201000.0,營業收入
2023-12-31,2012,GrossProfit,337446000.0,營業毛利（毛損）
2023-12-31,2012,OperatingExpenses,219909000.0,營業費用
2023-12-31,2012,PreTaxIncome,206029000.0,稅前淨利（淨損）
2023-12-31,2012,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,10369000.0,綜合損益總額歸屬於非控制權益
2023-12-31,2012,IncomeFromContinuingOperations,160001000.0,繼續營業單位本期淨利（淨損）
2023-12-31,2012,EPS,0.46,基本每股盈餘
2024-03-31,2012,OtherComprehensiveIncome,46589000.0,其他綜合損益（淨額）
2024-03-31,2012,TAX,33904000.0,所得稅費用（利益）
2024-03-31,2012,IncomeAfterTaxes,90011000.0,本期淨利（淨損）
2024-03-31,2012,TotalConsolidatedProfitForThePeriod,136600000.0,本期綜合損益總額
2024-03-31,2012,EquityAttributableToOwnersOfParent,63612000.0,淨利（淨損）歸屬於母公司業主
2024-03-31,2012,NoncontrollingInterests,26399000.0,淨利（淨損）歸屬於非控制權益
2024-03-31,2012,OperatingIncome,109296000.0,營業利益（損失）
2024-03-31,2012,TotalNonoperatingIncomeAndExpense,14619000.0,營業外收入及支出
2024-03-31,2012,CostOfGoodsSold,1705111000.0,營業成本
2024-03-31,2012,Revenue,2018250000.0,營業收入
2024-03-31,2012,GrossProfit,313139000.0,營業毛利（毛損）
2024-03-31,2012,OperatingExpenses,203843000.0,營業費用
2024-03-31,2012,PreTaxIncome,123915000.0,稅前淨利（淨損）
2024-03-31,2012,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,42486000.0,綜合損益總額歸屬於非控制權益
2024-03-31,2012,IncomeFromContinuingOperations,90011000.0,繼續營業單位本期淨利（淨損）
2024-03-31,2012,EPS,0.23,基本每股盈餘
2024-06-30,2012,OtherComprehensiveIncome,-9085000.0,其他綜合損益（淨額）
2024-06-30,2012,TAX,25273000.0,所得稅費用（利益）
2024-06-30,2012,IncomeAfterTaxes,173978000.0,本期淨利（淨損）
2024-06-30,2012,TotalConsolidatedProfitForThePeriod,164893000.0,本期綜合損益總額
