date,stock_id,type,value,origin_name
2023-03-31,6508,OTHNOE,1214000.0,其他收益及費損淨額
2023-03-31,6508,OtherComprehensiveIncome,3378000.0,其他綜合損益（淨額）
2023-03-31,6508,TAX,12782000.0,所得稅費用（利益）
2023-03-31,6508,IncomeAfterTaxes,36655000.0,本期淨利（淨損）
2023-03-31,6508,TotalConsolidatedProfitForThePeriod,40033000.0,本期綜合損益總額
2023-03-31,6508,EquityAttributableToOwnersOfParent,36655000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,6508,OperatingIncome,53038000.0,營業利益（損失）
2023-03-31,6508,TotalNonoperatingIncomeAndExpense,-3601000.0,營業外收入及支出
2023-03-31,6508,CostOfGoodsSold,341242000.0,營業成本
2023-03-31,6508,Revenue,469683000.0,營業收入
2023-03-31,6508,GrossProfit,128441000.0,營業毛利（毛損）
2023-03-31,6508,OperatingExpenses,76617000.0,營業費用
2023-03-31,6508,PreTaxIncome,49437000.0,稅前淨利（淨損）
2023-03-31,6508,IncomeFromContinuingOperations,36655000.0,繼續營業單位本期淨利（淨損）
2023-03-31,6508,EPS,0.43,基本每股盈餘
2023-06-30,6508,OTHNOE,1215000.0,其他收益及費損淨額
2023-06-30,6508,OtherComprehensiveIncome,-18932000.0,其他綜合損益（淨額）
2023-06-30,6508,TAX,13164000.0,所得稅費用（利益）
2023-06-30,6508,IncomeAfterTaxes,34068000.0,本期淨利（淨損）
2023-06-30,6508,TotalConsolidatedProfitForThePeriod,15136000.0,本期綜合損益總額
2023-06-30,6508,EquityAttributableToOwnersOfParent,34068000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,6508,OperatingIncome,19971000.0,營業利益（損失）
2023-06-30,6508,TotalNonoperatingIncomeAndExpense,27261000.0,營業外收入及支出
2023-06-30,6508,CostOfGoodsSold,314843000.0,營業成本
2023-06-30,6508,Revenue,406946000.0,營業收入
2023-06-30,6508,GrossProfit,92103000.0,營業毛利（毛損）
2023-06-30,6508,OperatingExpenses,73347000.0,營業費用
2023-06-30,6508,PreTaxIncome,47232000.0,稅前淨利（淨損）
2023-06-30,6508,IncomeFromContinuingOperations,34068000.0,繼續營業單位本期淨利（淨損）
2023-06-30,6508,EPS,0.39,基本每股盈餘
2023-09-30,6508,OTHNOE,1214000.0,其他收益及費損淨額
2023-09-30,6508,OtherComprehensiveIncome,14600000.0,其他綜合損益（淨額）
2023-09-30,6508,TAX,7055000.0,所得稅費用（利益）
2023-09-30,6508,IncomeAfterTaxes,40654000.0,本期淨利（淨損）
2023-09-30,6508,TotalConsolidatedProfitForThePeriod,55254000.0,本期綜合損益總額
2023-09-30,6508,EquityAttributableToOwnersOfParent,40654000.0,淨利（淨損）歸屬於母公司業主
