date,stock_id,type,value,origin_name
2023-03-31,6248,CostOfGoodsSold,2046522000.0,營業成本
2023-03-31,6248,EPS,0.83,基本每股盈餘
2023-03-31,6248,EquityAttributableToOwnersOfParent,50478000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,6248,GrossProfit,129716000.0,營業毛利（毛損）
2023-03-31,6248,IncomeAfterTaxes,50478000.0,本期淨利（淨損）
2023-03-31,6248,IncomeFromContinuingOperations,50478000.0,繼續營業單位本期淨利（淨損）
2023-03-31,6248,OperatingExpenses,65104000.0,營業費用
2023-03-31,6248,OperatingIncome,64612000.0,營業利益（損失）
2023-03-31,6248,PreTaxIncome,63188000.0,稅前淨利（淨損）
2023-03-31,6248,Revenue,2176238000.0,營業收入
2023-03-31,6248,TAX,12710000.0,所得稅費用（利益）
2023-03-31,6248,TotalConsolidatedProfitForThePeriod,50478000.0,本期綜合損益總額
2023-03-31,6248,TotalNonoperatingIncomeAndExpense,-1424000.0,營業外收入及支出
2023-06-30,6248,CostOfGoodsSold,1824609000.0,營業成本
2023-06-30,6248,EPS,0.78,基本每股盈餘
2023-06-30,6248,EquityAttributableToOwnersOfParent,50133000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,6248,GrossProfit,118693000.0,營業毛利（毛損）
2023-06-30,6248,IncomeAfterTaxes,50133000.0,本期淨利（淨損）
2023-06-30,6248,IncomeFromContinuingOperations,50133000.0,繼續營業單位本期淨利（淨損）
2023-06-30,6248,OperatingExpenses,55859000.0,營業費用
2023-06-30,6248,OperatingIncome,62834000.0,營業利益（損失）
2023-06-30,6248,PreTaxIncome,62774000.0,稅前淨利（淨損）
2023-06-30,6248,Revenue,1943302000.0,營業收入
2023-06-30,6248,TAX,12641000.0,所得稅費用（利益）
2023-06-30,6248,TotalConsolidatedProfitForThePeriod,50133000.0,本期綜合損益總額
2023-06-30,6248,TotalNonoperatingIncomeAndExpense,-60000.0,營業外收入及支出
2023-09-30,6248,CostOfGoodsSold,1547482000.0,營業成本
2023-09-30,6248,EPS,0.53,基本每股盈餘
2023-09-30,6248,EquityAttributableToOwnersOfParent,35966000.0,淨利（淨損）歸屬於母公司業主
2023-09-30,6248,GrossProfit,102612000.0,營業毛利（毛損）
2023-09-30,6248,IncomeAfterTaxes,35966000.0,本期淨利（淨損）
2023-09-30,6248,IncomeFromContinuingOperations,35966000.0,繼續營業單位本期淨利（淨損）
2023-09-30,6248,OperatingExpenses,51592000.0,營業費用
2023-09-30,6248,OperatingIncome,51020000.0,營業利益（損失）
2023-09-30,6248,PreTaxIncome,44470000.0,稅前淨利（淨損）
2023-09-30,6248,Revenue,1650094000.0,營業收入
2023-09-30,6248,TAX,8504000.0,所得稅費用（利益）
2023-09-30,6248,TotalConsolidatedProfitForThePeriod,35966000.0,本期綜合損益總額
2023-09-30,6248,TotalNonoperatingIncomeAndExpense,-6550000.0,營業外收入及支出
2023-12-31,6248,CostOfGoodsSold,1925864000.0,營業成本
2023-12-31,6248,EPS,1.9,基本每股盈餘
2023-12-31,6248,EquityAttributableToOwnersOfParent,126651000.0,淨利（淨損）歸屬於母公司業主
2023-12-31,6248,GrossProfit,130162000.0,營業毛利（毛損）
2023-12-31,6248,IncomeAfterTaxes,126651000.0,本期淨利（淨損）
2023-12-31,6248,IncomeFromContinuingOperations,126651000.0,繼續營業單位本期淨利（淨損）
2023-12-31,6248,OperatingExpenses,79409000.0,營業費用
2023-12-31,6248,OperatingIncome,50753000.0,營業利益（損失）
2023-12-31,6248,PreTaxIncome,135581000.0,稅前淨利（淨損）
2023-12-31,6248,Revenue,2056026000.0,營業收入
2023-12-31,6248,TAX,8930000.0,所得稅費用（利益）
2023-12-31,6248,TotalConsolidatedProfitForThePeriod,126651000.0,本期綜合損益總額
2023-12-31,6248,TotalNonoperatingIncomeAndExpense,84828000.0,營業外收入及支出
2024-03-31,6248,CostOfGoodsSold,2077080000.0,營業成本
2024-03-31,6248,EPS,0.7,基本每股盈餘
2024-03-31,6248,EquityAttributableToOwnersOfParent,48402000.0,淨利（淨損）歸屬於母公司業主
2024-03-31,6248,GrossProfit,123510000.0,營業毛利（毛損）
2024-03-31,6248,IncomeAfterTaxes,48402000.0,本期淨利（淨損）
2024-03-31,6248,IncomeFromContinuingOperations,48402000.0,繼續營業單位本期淨利（淨損）
2024-03-31,6248,OperatingExpenses,63852000.0,營業費用
2024-03-31,6248,OperatingIncome,59658000.0,營業利益（損失）
2024-03-31,6248,PreTaxIncome,60626000.0,稅前淨利（淨損）
2024-03-31,6248,Revenue,2200590000.0,營業收入
2024-03-31,6248,TAX,12224000.0,所得稅費用（利益）
2024-03-31,6248,TotalConsolidatedProfitForThePeriod,48402000.0,本期綜合損益總額
2024-03-31,6248,TotalNonoperatingIncomeAndExpense,968000.0,營業外收入及支出
2024-06-30,6248,CostOfGoodsSold,2245223000.0,營業成本
2024-06-30,6248,EPS,1.84,基本每股盈餘
2024-06-30,6248,EquityAttributableToOwnersOfParent,128451000.0,淨利（淨損）歸屬於母公司業主
2024-06-30,6248,GrossProfit,111431000.0,營業毛利（毛損）
2024-06-30,6248,IncomeAfterTaxes,128451000.0,本期淨利（淨損）
2024-06-30,6248,IncomeFromContinuingOperations,128451000.0,繼續營業單位本期淨利（淨損）
2024-06-30,6248,OperatingExpenses,71633000.0,營業費用
2024-06-30,6248,OperatingIncome,39798000.0,營業利益（損失）
2024-06-30,6248,PreTaxIncome,134364000.0,稅前淨利（淨損）
2024-06-30,6248,Revenue,2356654000.0,營業收入
2024-06-30,6248,TAX,5913000.0,所得稅費用（利益）
2024-06-30,6248,TotalConsolidatedProfitForThePeriod,128451000.0,本期綜合損益總額
2024-06-30,6248,TotalNonoperatingIncomeAndExpense,94566000.0,營業外收入及支出
2024-09-30,6248,CostOfGoodsSold,2376144000.0,營業成本
2024-09-30,6248,EPS,0.49,基本每股盈餘
2024-09-30,6248,EquityAttributableToOwnersOfParent,34617000.0,淨利（淨損）歸屬於母公司業主
2024-09-30,6248,GrossProfit,119368000.0,營業毛利（毛損）
2024-09-30,6248,IncomeAfterTaxes,34617000.0,本期淨利（淨損）
2024-09-30,6248,IncomeFromContinuingOperations,34617000.0,繼續營業單位本期淨利（淨損）
2024-09-30,6248,OperatingExpenses,73576000.0,營業費用
2024-09-30,6248,OperatingIncome,45792000.0,營業利益（損失）
