date,stock_id,type,value,origin_name
2023-03-31,2736,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-640000.0,綜合損益總額歸屬於非控制權益
2023-03-31,2736,CostOfGoodsSold,70588000.0,營業成本
2023-03-31,2736,EPS,0.79,基本每股盈餘
2023-03-31,2736,EquityAttributableToOwnersOfParent,38537000.0,淨利（淨損）歸屬於母公司業主
2023-03-31,2736,GrossProfit,111021000.0,營業毛利（毛損）
2023-03-31,2736,IncomeAfterTaxes,37897000.0,本期淨利（淨損）
2023-03-31,2736,IncomeFromContinuingOperations,37897000.0,繼續營業單位本期淨利（淨損）
2023-03-31,2736,NoncontrollingInterests,-640000.0,淨利（淨損）歸屬於非控制權益
2023-03-31,2736,OperatingExpenses,81921000.0,營業費用
2023-03-31,2736,OperatingIncome,29100000.0,營業利益（損失）
2023-03-31,2736,OtherComprehensiveIncome,-1573000.0,其他綜合損益（淨額）
2023-03-31,2736,PreTaxIncome,42183000.0,稅前淨利（淨損）
2023-03-31,2736,Revenue,181609000.0,營業收入
2023-03-31,2736,TAX,4286000.0,所得稅費用（利益）
2023-03-31,2736,TotalConsolidatedProfitForThePeriod,36324000.0,本期綜合損益總額
2023-03-31,2736,TotalNonoperatingIncomeAndExpense,13083000.0,營業外收入及支出
2023-06-30,2736,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-1157000.0,綜合損益總額歸屬於非控制權益
2023-06-30,2736,CostOfGoodsSold,65133000.0,營業成本
2023-06-30,2736,EPS,-0.24,基本每股盈餘
2023-06-30,2736,EquityAttributableToOwnersOfParent,-11928000.0,淨利（淨損）歸屬於母公司業主
2023-06-30,2736,GrossProfit,67026000.0,營業毛利（毛損）
2023-06-30,2736,IncomeAfterTaxes,-13085000.0,本期淨利（淨損）
2023-06-30,2736,IncomeFromContinuingOperations,-13085000.0,繼續營業單位本期淨利（淨損）
2023-06-30,2736,NoncontrollingInterests,-1157000.0,淨利（淨損）歸屬於非控制權益
2023-06-30,2736,OperatingExpenses,77185000.0,營業費用
2023-06-30,2736,OperatingIncome,-10159000.0,營業利益（損失）
2023-06-30,2736,OtherComprehensiveIncome,4120000.0,其他綜合損益（淨額）
2023-06-30,2736,PreTaxIncome,-13521000.0,稅前淨利（淨損）
2023-06-30,2736,Revenue,132159000.0,營業收入
2023-06-30,2736,TAX,-436000.0,所得稅費用（利益）
2023-06-30,2736,TotalConsolidatedProfitForThePeriod,-8965000.0,本期綜合損益總額
2023-06-30,2736,TotalNonoperatingIncomeAndExpense,-3362000.0,營業外收入及支出
2023-09-30,2736,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-1286000.0,綜合損益總額歸屬於非控制權益
2023-09-30,2736,CostOfGoodsSold,60638000.0,營業成本
2023-09-30,2736,EPS,-0.5,基本每股盈餘
2023-09-30,2736,EquityAttributableToOwnersOfParent,-24845000.0,淨利（淨損）歸屬於母公司業主
2023-09-30,2736,GrossProfit,52210000.0,營業毛利（毛損）
2023-09-30,2736,IncomeAfterTaxes,-26131000.0,本期淨利（淨損）
2023-09-30,2736,IncomeFromContinuingOperations,-26131000.0,繼續營業單位本期淨利（淨損）
2023-09-30,2736,NoncontrollingInterests,-1286000.0,淨利（淨損）歸屬於非控制權益
2023-09-30,2736,OperatingExpenses,76385000.0,營業費用
2023-09-30,2736,OperatingIncome,-24175000.0,營業利益（損失）
2023-09-30,2736,OtherComprehensiveIncome,6697000.0,其他綜合損益（淨額）
2023-09-30,2736,PreTaxIncome,-29463000.0,稅前淨利（淨損）
2023-09-30,2736,Revenue,112848000.0,營業收入
2023-09-30,2736,TAX,-3332000.0,所得稅費用（利益）
2023-09-30,2736,TotalConsolidatedProfitForThePeriod,-19434000.0,本期綜合損益總額
2023-09-30,2736,TotalNonoperatingIncomeAndExpense,-5288000.0,營業外收入及支出
2023-12-31,2736,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-2385000.0,綜合損益總額歸屬於非控制權益
2023-12-31,2736,CostOfGoodsSold,45592000.0,營業成本
2023-12-31,2736,EPS,-0.44,基本每股盈餘
2023-12-31,2736,EquityAttributableToOwnersOfParent,-21662000.0,淨利（淨損）歸屬於母公司業主
2023-12-31,2736,GrossProfit,56868000.0,營業毛利（毛損）
2023-12-31,2736,IncomeAfterTaxes,-24047000.0,本期淨利（淨損）
2023-12-31,2736,IncomeFromContinuingOperations,-24047000.0,繼續營業單位本期淨利（淨損）
2023-12-31,2736,NoncontrollingInterests,-2385000.0,淨利（淨損）歸屬於非控制權益
2023-12-31,2736,OperatingExpenses,86626000.0,營業費用
2023-12-31,2736,OperatingIncome,-29758000.0,營業利益（損失）
