stock_id,stock_name,industry_category
2103,台橡,橡膠工業
2104,國際中橡,橡膠工業
2105,正新,橡膠工業
2106,建大,橡膠工業
2107,厚生,橡膠工業
2108,南帝,橡膠工業
2109,華豐,橡膠工業
2114,鑫永銓,橡膠工業
2115,六暉-KY,汽車工業
2201,裕隆,汽車工業
2204,中華,汽車工業
2206,三陽工業,汽車工業
2207,和泰車,汽車工業
2208,台船,航運業
2211,長榮鋼,鋼鐵工業
2221,大甲,其他
2227,裕日車,汽車工業
2228,劍麟,汽車工業
2230,泰茂,居家生活類
2231,為升,汽車工業
2233,宇隆,汽車工業
2235,謚源,電機機械
2236,百達-KY,汽車工業
2239,英利-KY,汽車工業
2241,艾姆勒,汽車工業
2243,宏旭-KY,汽車工業
2247,汎德永業,汽車工業
2248,華勝-KY,汽車工業
2250,IKKA-KY,汽車工業
2254,巨鎧精密-創,創新板股票
2258,鴻華先進-創,創新板股票
2301,光寶科,電腦及週邊設備業
2302,麗正,半導體業
2303,聯電,半導體業
2305,全友,電子工業
2308,台達電,電子工業
2312,金寶,其他電子業
2313,華通,電子工業
2314,台揚,通信網路業
2316,楠梓電,電子工業
2317,鴻海,其他電子業
2321,東訊,通信網路業
2323,中環,光電業
2324,仁寶,電子工業
2327,國巨*,電子工業
2328,廣宇,電子工業
2329,華泰,半導體業
2330,台積電,半導體業
2331,精英,電子工業
2332,友訊,通信網路業
2337,旺宏,半導體業
2338,光罩,半導體業
2340,台亞,半導體業
2342,茂矽,電子工業
2344,華邦電,半導體業
2345,智邦,通信網路業
2347,聯強,電子工業
2348,海悅,其他
2349,錸德,光電業
2351,順德,電子工業
2352,佳世達,電腦及週邊設備業
2353,宏碁,電腦及週邊設備業
2354,鴻準,其他電子業
2355,敬鵬,電子工業
2356,英業達,電子工業
2357,華碩,電子工業
2359,所羅門,其他電子業
2360,致茂,其他電子業
2362,藍天,電子工業
2363,矽統,半導體業
2364,倫飛,電子工業
2365,昆盈,電子工業
2367,燿華,電子工業
2368,金像電,電子工業
2369,菱生,半導體業
2371,大同,電機機械
2373,震旦行,電子工業
2374,佳能,光電業
2375,凱美,電子工業
2376,技嘉,電子工業
2377,微星,電子工業
2379,瑞昱,半導體業
2380,虹光,電子工業
2382,廣達,電子工業
2383,台光電,電子工業
2385,群光,電子工業
2387,精元,電子工業
2388,威盛,半導體業
2390,云辰,其他電子業
2392,正崴,電子工業
2393,億光,電子工業
2395,研華,電子工業
2397,友通,電子工業
2399,映泰,電子工業
2401,凌陽,半導體業
2402,毅嘉,電子工業
2404,漢唐,其他電子業
2405,輔信,電子工業
2406,國碩,光電業
2408,南亞科,半導體業
2409,友達,光電業
2412,中華電,通信網路業
2413,環科,電子工業
2414,精技,電子工業
2415,錩新,電子工業
2417,圓剛,電子工業
2419,仲琦,通信網路業
2420,新巨,電子工業
2421,建準,電子工業
2423,固緯,其他電子業
2424,隴華,通信網路業
2425,承啟,電子工業
2426,鼎元,電子工業
2427,三商電,資訊服務業
2428,興勤,電子工業
2429,銘旺科,光電業
2430,燦坤,電子工業
2431,聯昌,電子工業
2432,倚天酷碁-創,電腦及週邊設備業
2433,互盛電,電子工業
2434,統懋,半導體業
2436,偉詮電,半導體業
2438,翔耀,光電業
2439,美律,通信網路業
2440,太空梭,電子工業
2441,超豐,半導體業
2442,新美齊,建材營造
2444,兆勁,通信網路業
2449,京元電子,半導體業
2450,神腦,通信網路業
2451,創見,半導體業
2453,凌群,資訊服務業
2454,聯發科,半導體業
2455,全新,通信網路業
2457,飛宏,電子零組件業
2458,義隆,半導體業
2459,敦吉,其他電子業
2460,建通,電子工業
2461,光群雷,其他電子業
2462,良得電,電子工業
2464,盟立,其他電子業
2465,麗臺,電子工業
2466,冠西電,光電業
2467,志聖,電子工業
2468,華經,資訊服務業
2471,資通,資訊服務業
2472,立隆電,電子工業
2474,可成,電子工業
2476,鉅祥,電子零組件業
2477,美隆電,電子工業
2478,大毅,電子工業
2480,敦陽科,資訊服務業
2481,強茂,半導體業
2482,連宇,其他電子業
2483,百容,電子工業
2484,希華,電子工業
2485,兆赫,通信網路業
2486,一詮,光電業
2488,漢平,其他電子業
2489,瑞軒,光電業
2491,吉祥全,光電業
2492,華新科,電子工業
2493,揚博,電子工業
2495,普安,電子工業
2496,卓越,其他
2497,怡利電,汽車工業
2498,宏達電,通信網路業
2501,國建,建材營造
2504,國產,建材營造
2505,國揚,建材營造
2506,太設,建材營造
2509,全坤建,建材營造
2511,太子,建材營造
2514,龍邦,其他
2515,中工,建材營造
2516,新建,建材營造
2520,冠德,建材營造
2524,京城,建材營造
2527,宏璟,建材營造
2528,皇普,建材營造
2530,華建,建材營造
2534,宏盛,建材營造
2535,達欣工,建材營造
2536,宏普,建材營造
2537,聯上發,建材營造
2538,基泰,建材營造
2539,櫻花建,建材營造
2540,愛山林,建材營造
2542,興富發,建材營造
2543,皇昌,建材營造
2545,皇翔,建材營造
2546,根基,建材營造
2547,日勝生,建材營造
2548,華固,建材營造
2596,綠意,建材營造
2597,潤弘,建材營造
2601,益航,航運業
2603,長榮,航運業
2605,新興,航運業
2606,裕民,航運業
2607,榮運,航運業
2608,嘉里大榮,航運業
2609,陽明,航運業
2610,華航,航運業
2611,志信,航運業
2612,中航,航運業
2613,中櫃,航運業
2614,東森,其他
2615,萬海,航運業
2616,山隆,油電燃氣業
2617,台航,航運業
2618,長榮航,航運業
2630,亞航,航運業
2633,台灣高鐵,航運業
2634,漢翔,航運業
2636,台驊控股,航運業
2637,慧洋-KY,航運業
2640,大車隊,數位雲端類
2641,正德,航運業
2642,宅配通,航運業
2643,捷迅,航運業
2645,長榮航太,航運業
2646,星宇航空,航運業
2701,萬企,觀光餐旅
2702,華園,觀光餐旅
2704,國賓,觀光餐旅
2705,六福,觀光餐旅
2706,第一店,觀光餐旅
2707,晶華,觀光餐旅
2712,遠雄來,觀光餐旅
2718,全心投控,建材營造
2719,燦星旅,觀光餐旅
2722,夏都,觀光餐旅
2723,美食-KY,觀光餐旅
2724,藝舍-KY,其他
2726,雅茗-KY,觀光餐旅
2727,王品,觀光餐旅
2729,瓦城,觀光餐旅
2731,雄獅,觀光餐旅
2732,六角,觀光餐旅
2734,易飛網,觀光餐旅
2736,富野,觀光餐旅
2739,寒舍,觀光餐旅
2740,華軒,觀光餐旅
2743,山富,觀光餐旅
2745,五福,觀光餐旅
2748,雲品,觀光餐旅
2751,王座,觀光餐旅
2752,豆府,觀光餐旅
2753,八方雲集,觀光餐旅
2754,亞洲藏壽司,觀光餐旅
2755,揚秦,觀光餐旅
2756,聯發國際,觀光餐旅
2762,世界健身-KY,運動休閒
2801,彰銀,金融保險
2812,台中銀,金融保險
2816,旺旺保,金融保險
2820,華票,金融保險
2832,台產,金融保險
2834,臺企銀,金融保險
2836,高雄銀,金融保險
2838,聯邦銀,金融保險
2845,遠東銀,金融保險
2849,安泰銀,金融保險
2850,新產,金融保險
2851,中再保,金融保險
2852,第一保,金融保險
2855,統一證,金融保險
2867,三商壽,金融保險
2880,華南金,金融保險
2881,富邦金,金融保險
2882,國泰金,金融保險
2883,凱基金,金融保險
2884,玉山金,金融保險
2885,元大金,金融保險
2886,兆豐金,金融保險
2887,台新新光金,金融保險
2889,國票金,金融保險
2890,永豐金,金融保險
2891,中信金,金融保險
2892,第一金,金融保險
2897,王道銀行,金融保險
2901,欣欣,貿易百貨
2903,遠百,貿易百貨
2904,匯僑,其他
2905,三商,貿易百貨
2906,高林,貿易百貨
2908,特力,貿易百貨
2910,統領,貿易百貨
2911,麗嬰房,貿易百貨
2912,統一超,貿易百貨
2913,農林,貿易百貨
2915,潤泰全,貿易百貨
2916,滿心,居家生活類
2923,鼎固-KY,建材營造
2924,宏太-KY,居家生活類
2926,誠品生活,文化創意業
2929,淘帝-KY,貿易百貨
2937,集雅社,居家生活類
2939,永邑-KY,貿易百貨
2941,米斯特,居家生活類
2945,三商家購,貿易百貨
2947,振宇五金,居家生活類
2948,寶陞,居家生活類
2949,欣新網,數位雲端類
3002,歐格,電子工業
3003,健和興,電子工業
3004,豐達科,鋼鐵工業
3005,神基,電子工業
3006,晶豪科,半導體業
3008,大立光,光電業
3010,華立,電子工業
3011,今皓,電子工業
3013,晟銘電,電子工業
3014,聯陽,半導體業
3015,全漢,電子工業
3016,嘉晶,半導體業
3017,奇鋐,電子工業
3018,隆銘綠能,其他電子業
3019,亞光,光電業
3021,鴻名,電子工業
3022,威強電,電子工業
3023,信邦,電子工業
3024,憶聲,電子工業
3025,星通,通信網路業
3026,禾伸堂,電子工業
3027,盛達,通信網路業
3028,增你強,電子工業
3029,零壹,資訊服務業
3030,德律,其他電子業
3031,佰鴻,光電業
3032,偉訓,電子工業
3033,威健,電子工業
3034,聯詠,半導體業
3035,智原,半導體業
3036,文曄,電子工業
3037,欣興,電子工業
3038,全台,光電業
3040,遠見,其他
3041,揚智,半導體業
3042,晶技,電子工業
3043,科風,其他電子業
3044,健鼎,電子零組件業
3045,台灣大,通信網路業
3046,建碁,電子工業
3047,訊舟,通信網路業
3048,益登,電子工業
3049,精金,電子工業
3050,鈺德,光電業
3051,力特,光電業
3052,夆典,建材營造
3054,立萬利,食品工業
3055,蔚華科,電子通路業
3056,富華新,建材營造
3057,喬鼎,電腦及週邊設備業
3058,立德,電子零組件業
3059,華晶科,光電業
3060,銘異,電子工業
3062,建漢,通信網路業
3064,泰偉,文化創意業
3066,李洲,光電業
3067,全域,居家生活類
3071,協禧,電腦及週邊設備業
3073,天方能源,綠能環保類
3078,僑威,電子零組件業
3081,聯亞,通信網路業
3083,網龍,文化創意業
3085,新零售,數位雲端類
3086,華義*,文化創意業
3088,艾訊,電腦及週邊設備業
3090,日電貿,電子工業
3092,鴻碩,電子工業
3093,港建*,其他電子類
3094,聯傑,半導體業
3095,及成,通信網路業
3105,穩懋,半導體業
3114,好德,電子零組件業
3115,富榮綱,電子零組件業
3118,進階,生技醫療業
3122,笙泉,半導體業
3128,昇銳,光電業
3130,一零四,數位雲端
3131,弘塑,半導體業
3135,凌航,半導體業
3138,耀登,通信網路業
3141,晶宏,半導體業
3147,大綜,資訊服務業
3149,正達,光電業
3150,鈺寶-創,創新板股票
3152,璟德,通信網路業
3158,嘉實,資訊服務業
3162,精確,電機機械
3163,波若威,通信網路業
3164,景岳,化學生技醫療
3167,大量,電機機械
3168,眾福科,光電業
3169,亞信,半導體業
3171,炎洲流通,居家生活類
3176,基亞,生技醫療業
3178,公準,半導體業
3188,鑫龍騰,建材營造
3189,景碩,半導體業
3191,雲嘉南,電子零組件業
3205,佰研,生技醫療業
3206,志豐,電子零組件業
3207,耀勝,電子零組件業
3209,全科,電子工業
3211,順達,電腦及週邊設備業
3213,茂訊,電腦及週邊設備業
3217,優群,電子零組件業
3218,大學光,生技醫療業
3219,倚強科,其他電子類
3221,台嘉碩,通信網路業
3224,三顧,電子通路業
3226,龍鋒,電機機械
3227,原相,半導體業
3228,金麗科,半導體業
3229,晟鈦,電子工業
3230,錦明,光電業
3231,緯創,電子工業
3232,昱捷,電子通路業
3234,光環,通信網路業
3236,千如,電子零組件業
3252,海灣,觀光餐旅
3257,虹冠電,半導體業
3259,鑫創,半導體業
3260,威剛,半導體業
3264,欣銓,半導體業
3265,台星科,半導體業
3266,昇陽,建材營造
3268,海德威,半導體業
3272,東碩,電腦及週邊設備業
3276,宇環,電子零組件業
3284,太普高,其他
3285,微端,其他電子類
3287,廣寰科,電腦及週邊設備業
3288,點晶,電子零組件業
3289,宜特,其他電子類
3290,東浦,電子零組件業
3293,鈊象,文化創意業
3294,英濟,電子零組件業
3296,勝德,電子工業
3297,杭特,光電業
3303,岱稜,其他電子類
3305,昇貿,電子工業
3306,鼎天,通信網路業
3308,聯德,電子零組件業
3310,佳穎,電子零組件業
3311,閎暉,通信網路業
3312,弘憶股,電子工業
3313,斐成,建材營造
3317,尼克森,半導體業
3321,同泰,電子工業
3322,建舜電,電子零組件業
3323,加百裕,電腦及週邊設備業
3324,雙鴻,其他電子類
3325,旭品,電腦及週邊設備業
3332,幸康,電子零組件業
3338,泰碩,電子工業
3339,泰谷,光電業
3346,麗清,汽車工業
3349,寶德,電腦及週邊設備業
3354,律勝,電子零組件業
3356,奇偶,光電業
3357,臺慶科,電子零組件業
3360,尚立,電子通路業
3362,先進光,光電業
3363,上詮,通信網路業
3372,典範,半導體業
3373,熱映,其他電子類
3374,精材,半導體業
3376,新日興,電子工業
3379,彬台,電機機械
3380,明泰,通信網路業
3388,崇越電,電子零組件業
3390,旭軟,電子零組件業
3402,漢科,其他電子類
3406,玉晶光,光電業
3413,京鼎,半導體業
3416,融程電,電子工業
3419,譁裕,通信網路業
3430,奇鈦科,化學工業
3432,台端,電子工業
3434,哲固,光電業
3437,榮創,光電業
3438,類比科,半導體業
3441,聯一光,光電業
3443,創意,電子工業
3444,利機,電子通路業
3447,展達,電子工業
3450,聯鈞,半導體業
3455,由田,光電業
3465,進泰電子,其他電子類
3466,德晉,通信網路業
3467,台灣精材,半導體業
3479,安勤,電腦及週邊設備業
3481,群創,光電業
3483,力致,電腦及週邊設備業
3484,崧騰,電子零組件業
3485,敘豐,電子零組件業
3489,森寶,建材營造
3490,單井,光電業
3491,昇達科,通信網路業
3492,長盛,電子零組件業
3494,誠研,電子工業
3498,陽程,其他電子類
3499,環天科,通信網路業
3501,維熹,電子工業
3504,揚明光,光電業
3508,位速,其他電子類
3511,矽瑪,電子零組件業
3512,皇龍,建材營造
3515,華擎,電子工業
3516,亞帝歐,光電業
3518,柏騰,其他電子業
3520,華盈,電子零組件業
3521,台鋼建設,建材營造
3522,御嵿,觀光餐旅
3523,迎輝,光電業
3526,凡甲,電子零組件業
3527,聚積,半導體業
3528,安馳,電子工業
3529,力旺,半導體業
3530,晶相光,電子工業
3531,先益,光電業
3532,台勝科,半導體業
3533,嘉澤,電子工業
3535,晶彩科,光電業
3537,堡達,電子零組件業
3540,曜越,電腦及週邊設備業
3541,西柏,其他電子類
3543,州巧,電子工業
3545,敦泰,電子工業
3546,宇峻,文化創意業
3548,兆利,電子零組件業
3550,聯穎,電子工業
3551,世禾,綠能環保類
3552,同致,其他電子類
3555,博士旺,半導體業
3556,禾瑞亞,半導體業
3557,嘉威,居家生活
3558,神準,通信網路業
3563,牧德,光電業
3564,其陽,通信網路業
3567,逸昌,半導體業
3570,大塚,資訊服務業
3576,聯合再生,光電業
3577,泓格,電腦及週邊設備業
3580,友威科,其他電子類
3581,博磊,半導體業
3583,辛耘,半導體業
3587,閎康,其他電子類
3588,通嘉,半導體業
3591,艾笛森,光電業
3592,瑞鼎,電子工業
3593,力銘,電子工業
3594,磐儀,電腦及週邊設備業
3596,智易,通信網路業
3597,映興,電子零組件業
3605,宏致,電子工業
3607,谷崧,電子工業
3609,三一東林,電子零組件業
3611,鼎翰,電腦及週邊設備業
3615,安可,光電業
3617,碩天,其他電子業
3622,洋華,光電業
3623,富晶通,光電業
3624,光頡,電子零組件業
3625,西勝,電腦及週邊設備業
3628,盈正,其他電子類
3629,地心引力,文化創意業
3630,新鉅科,光電業
3631,晟楠,電子零組件業
3632,研勤,通信網路業
3645,達邁,電子工業
3646,艾恩特,電子零組件業
3652,精聯,電子工業
3653,健策,電子工業
3661,世芯-KY,半導體業
3663,鑫科,其他電子類
3664,安瑞-KY,通信網路業
3665,貿聯-KY,其他電子業
3666,光耀,光電業
3669,圓展,通信網路業
3672,康聯訊,通信網路業
3673,TPK-KY,光電業
3675,德微,半導體業
3679,新至陞,電子工業
3680,家登,半導體業
3684,榮昌,通信網路業
3685,元創精密,電機機械
3686,達能,半導體業
3687,歐買尬,數位雲端類
3689,湧德,電子零組件業
3691,碩禾,光電業
3693,營邦,電腦及週邊設備業
3694,海華,通信網路業
3701,大眾控,電子工業
3702,大聯大,電子工業
3703,欣陸,建材營造
3704,合勤控,通信網路業
3705,永信,生技醫療業
3706,神達,電子工業
3707,漢磊,半導體業
3708,上緯投控,綠能環保
3709,鑫聯大投控,電腦及週邊設備業
3710,連展投控,電子零組件業
3711,日月光投控,半導體業
3712,永崴投控,電子工業
3713,新晶投控,綠能環保類
3714,富采,電子工業
3715,定穎投控,電子零組件業
3716,中化控股,化學生技醫療
3717,聯嘉投控,汽車工業
4102,永日,生技醫療業
4104,佳醫,化學生技醫療
4105,東洋,生技醫療業
4106,雃博,化學生技醫療
4107,邦特,生技醫療業
4108,懷特,化學生技醫療
4109,加捷生醫,生技醫療業
4111,濟生,生技醫療業
4113,聯上,建材營造
4114,健喬,生技醫療業
4116,明基醫,生技醫療業
4119,旭富,化學生技醫療
4120,友華,生技醫療業
4121,優盛,生技醫療業
4123,晟德,生技醫療業
4126,太醫,生技醫療業
4127,天良,生技醫療業
4128,中天,生技醫療業
4129,聯合,生技醫療業
4131,浩泰,生技醫療業
4133,亞諾法,化學生技醫療
4137,麗豐-KY,化學生技醫療
4138,曜亞,生技醫療業
4139,馬光-KY,生技醫療業
4142,國光生,化學生技醫療
4147,中裕,生技醫療業
4148,全宇生技-KY,化學生技醫療
4153,鈺緯,生技醫療業
4154,樂威科-KY,其他
4155,訊映,化學生技醫療
4157,太景*-KY,生技醫療業
4160,訊聯基因,生技醫療業
4161,聿新科,生技醫療業
4162,智擎,生技醫療業
4163,鐿鈦,生技醫療業
4164,承業醫,化學生技醫療
4166,友霖,生技醫療業
4167,松瑞藥,生技醫療業
4168,醣聯,生技醫療業
4169,泰宗,化學生技醫療
4171,瑞基,農業科技業
4173,久裕,生技醫療業
4174,浩鼎,生技醫療業
4175,杏一,生技醫療業
4178,永笙-KY,化學生技醫療
4183,福永生技,生技醫療業
4188,安克,生技醫療業
4190,佐登-KY,化學生技醫療
4192,杏國,生技醫療業
4195,基米-創,創新板股票
4198,欣大健康,生技醫療業
4205,中華食,食品工業
4207,環泰,食品工業
4303,信立,塑膠工業
4304,勝昱,塑膠工業
4305,世坤,塑膠工業
4306,炎洲,塑膠工業
4401,東隆興,紡織纖維
4402,郡都開發,紡織纖維
4406,新昕纖,紡織纖維
4413,飛寶企業,紡織纖維
4414,如興,紡織纖維
4416,三圓,建材營造
4417,金洲,紡織纖維
4419,皇家美食,觀光餐旅
4420,光明,紡織纖維
4426,利勤,紡織纖維
4430,耀億,其他
4432,銘旺實,紡織纖維
4433,興采,紡織纖維
4438,廣越,紡織纖維
4439,冠星-KY,紡織纖維
4440,宜新實業,紡織纖維
4441,振大環球,紡織纖維
4442,竣邦-KY,紡織纖維
4502,健信,電機機械
4503,金雨,電機機械
4506,崇友,電機機械
4510,高鋒,電機機械
4513,福裕,電機機械
4523,永彰,電機機械
4526,東台,電機機械
4527,方土霖,電機機械
4528,江興鍛,電機機械
4529,淳紳,其他
4530,宏易,觀光餐旅
4532,瑞智,電機機械
4533,協易機,電機機械
4534,慶騰,電機機械
4535,至興,電機機械
4536,拓凱,運動休閒
4538,大詠城,電機機械
4540,全球傳動,電機機械
4541,晟田,其他
4542,科嶠,電子零組件業
4543,萬在,電機機械
4545,銘鈺,電子工業
4549,桓達,電機機械
4550,長佳,電機機械
4551,智伸科,汽車工業
4552,力達-KY,電機機械
4554,橙的,其他電子類
4555,氣立,電機機械
4556,旭然,其他
4557,永新-KY,汽車工業
4558,寶緯,電機機械
4560,強信-KY,電機機械
4561,健椿,電機機械
4562,穎漢,電機機械
4563,百德,電機機械
4564,元翎,電機機械
4566,時碩工業,電機機械
4568,科際精密,電機機械
4569,六方科-KY,汽車工業
4571,鈞興-KY,電機機械
4572,駐龍,電機機械
4576,大銀微系統,電機機械
4577,達航科技,其他電子類
4580,捷流閥業,電機機械
4581,光隆精密-KY,汽車工業
4582,聚恆-創,創新板股票
4583,台灣精銳,電機機械
4584,君帆,電機機械
4585,達明,其他電子業
4588,玖鼎電力,其他電子業
4590,富田-創,創新板股票
4609,唐鋒,居家生活類
4702,中美實,居家生活類
4706,大恭,化學工業
4707,磐亞,化學工業
4711,永純,化學工業
4714,永捷,化學工業
4716,大立,化學工業
4720,德淵,化學工業
4721,美琪瑪,化學工業
4722,國精化,化學工業
4726,永昕,生技醫療業
4728,雙美,生技醫療業
4729,熒茂,光電業
4735,豪展,生技醫療業
4736,泰博,化學生技醫療
4737,華廣,化學生技醫療
4739,康普,化學工業
4741,泓瀚,化學工業
4743,合一,生技醫療業
4744,皇將,生技醫療業
4745,合富-KY,生技醫療業
